id	sentence	id_tr	sentence_tr
543674	Швейцарияда фақат 80 уйғур бор.	543672	В Швейцарии всего 80 уйгуров.
545996	«Михаил» эркак исми, лекин «Мишел» аёл исми.	545994	«Михаил» — это мужское имя, но «Мишель» — это женское имя.
547436	Уч марта ўлчаб, бир марта кес.	547429	Трижды померь, один раз разрежь.
559027	Сув кўрмай этик ечма.	2929991	Не говори гоп, пока не перескочишь.
559027	Сув кўрмай этик ечма.	559033	Не видя воды, не снимай сапоги.
569532	Биринчи қадам: 0,5 литр ўсимлик мойи (ҳар қандай ёғ ёки ўсимлик мойи билан ёғ арашмаси) қаттиқ оловда қозонда қиздирилади. Тўғралган риёз (400гр) қўшиб у сариқ рангга киргунча қовурилади, гўшт солинади (ҳар қандай) (1 кило).	569503	Шаг 1. Растительное масло (любой жир или смесь растительного масла с жиром) 0,5л растопить на сильном огне в котле, добавить нарезанный лук (400гр.), жарить до получения жёлтого цвета лука, добавить мяса (любое) (1кг).
678040	Sysko, эртага ўзбек транслитерациясини тўғрилайсанми?	678046	Sysko, ты завтра исправишь узбекскую транслитерацию?
689454	Мана поезд.	1216671	Вот поезд.
831684	Bo'ridan qurqqan to'qayg'a kirmas.	547749	Волков бояться — в лес не ходить.
865136	Men tarjimon.	1186777	Я переводчик.
866398	U doktor emas.	514710	Он не врач.
866399	Bu sening yagona imkoniyating.	1186772	Это твой единственный шанс.
866401	U xar kuni yozishga vada bergan.	969690	Он обещал писать каждый день.
866403	Chet elda ko'p do'stlarim bor.	3319011	У меня много друзей за границей.
866407	Chanqamadingizmi?	2805190	Вы пить не хотите?
866408	Qotibqobsanku!	2590380	Ты пьян.
873285	Uy ishingni to'liq bajarladingmi?	636041	Ты полностью сделал домашнее задание?
958189	Мен кучада у билан учрашдим.	1186756	Я повстречался с ним на улице.
1223552	Mening ismim Tom.	2140601	Меня зовут Том.
1223553	Men Samuel.	2140596	Я Самуэль.
1223555	Shahar go'zal.	2140592	Город красивый.
1223558	U yapon.	2140589	Он японец.
1223561	U mening.	3506474	Это моё.
1223565	Itim o'zg'ir.	1519717	Моя собака быстрая.
2521898	Amerika eng demokratik millat emas.	1551799	Америка - не самая демократическая страна.
2661342	Men vrach emasman.	1533500	Я не врач.
2767156	Mening xonamda bir qancha jurnallar bor.	3700466	В моей комнате есть несколько журналов.
3101930	Qoidalar hamma uchun.	3101917	Правила для всех.
3666870	Денгизда ороллар бўлади.	3663264	В море есть острова.
3666875	Денгизда ороллар бор.	3663264	В море есть острова.
3773995	Men pasportimni yo'qotib qo'ydim!	1109239	Я потерял свой паспорт!
3817376	U Tomning onasi edi.	3817373	Это была мать Тома.
3098138	Bu nima? Bu avtomobil.	3933573	Что это? Это автомобиль.
4129635	Otamdan yoshi katta bo'lsa ham, lekin abjir kishi edi.	4129644	Хотя он по возрасту старше моего отца, но был проворным человеком.
4129699	Do'stlar,yahshilarni avaylang, asrang.	4129743	Друзья, берегите хороших людей.
4129768	Men Toshkentga avvallari ko'p kelardim.	4129772	Раньше я часто приезжал в Ташкент.
4129776	Avval o'yla,keyin so'yla.	4129780	Сначала подумай, потом говори.
4129789	Avval maslahatlashib olib, keyin ish boshlaylik.	4129792	Давайте сначала посоветуемся, а потом начнем работу.
4129799	U juda talabchan, lekin adolatli ayol.	4129806	Она очень требовательная, но справедливая женщина.
4131099	Adolat qaror topdi.	4131101	Справедливость восстановлена.
4131106	Hasan ajablandi.	4131111	Хасан удивился.
4131119	Nega ajablanasan?	4131122	Чего удивляешься?
4132478	Molekulalar atomlarga ajraladi.	4132480	Молекулы распадаются на атомы.
4132482	Suv kislorod bilan vodorodga ajraldi.	4132485	Вода разложилась на кислород и водород.
4132487	Go'sht suyaklardan ajraldi.	4132490	Мясо отделилось от костей.
4132497	Po'stloq daraxtdan ajraldi.	4132499	Кора отделилась от дерева.
4132500	ajralganni bo'ri er.	4132501	Отделившегося съест волк.
4132502	Elga qo'shilsang - er bo'lasan, eldan ajralsang - yer bo'lasan.	4132503	Будешь вместе с народом - молодцом станешь, отделишься от народа - прахом станешь.
4132604	Urushda bir qo'lidan ajraldi.	4132605	Он потерял руку на войне.
4132606	Qiz tengdoshlaridan ajralib turadi.	4132607	Девочка выделяется среди своих сверстниц.
4132609	U do'stlaridan g'ayratliligi bilan ajralib turadi.	4132610	Среди друзей он выделяется энергичностью.
4132612	Ahmad o'z aybiga iqror bo'ldi.	4132613	Ахмад признал свою вину.
4132614	Ahmad mening aybimni ochib tashladi.	4132615	Ахмед разоблачил меня.
4132624	Ayb emasmi?	4132625	Не стыдно?
4132630	Hasan aybdorday yerga qarab o'tirdi.	4132634	Хасан виновато сидел, глядя в землю.
4132635	Hammasiga aybdor o'zim.	4132636	Я виноват во всем.
4132637	Navbatchi militsioner aybdorni olib chiqib ketdi.	4132638	Дежурный милиционер вывел подсудимого.
4132640	U Ahmadni ehtiyotsizlikda aybladi.	4132641	Он обвинил Ахмеда в неосторожности.
4132644	Mendan chin ismingizni yashirib kelganingiz uchun ayblay olmayman.	4132646	Я не могу вас винить за то, что утаили от меня ваше настоящее имя.
4134291	Bek ayyor ko'zlarini Razzoqqa qaratdi.	4134297	Бек хитрыми глазами посмотрел на Раззака.
4134300	Yer o'z o'qi atrofida aylanadi.	444163	Земля вращается вокруг своей оси.
4134305	Oy Yer atrofida aylanadi.	1948877	Луна вращается вокруг Земли.
4134310	Qiz davrani uch aylandi.	4134314	Девушка обошла круг три раза.
4134317	Yuring, havoda aylanamiz.	4134321	Пойдемте, погуляем на свежем воздухе.
4134324	Suv muzga aylandi.	2129730	Вода превратилась в лед.
4134333	Yomg'ir astasekin qorga aylandi.	4134337	Дождь постепенно перешел в снег.
4134345	Sobir har doim olimlar doirasida aylanadi.	4134352	Сабир постоянно вращается в кругу ученых.
4134359	Men do'stimga bu voqea haqida aytdim.	4134363	Я рассказал своему другу про этой случай.
4134428	Akamning ketishi to'g'risida otamga aytaman.	4134434	Я расскажу отцу об отъезде старшего брата.
4134439	Bola "r"ni ayta olmaydi.	4134542	Ребенок не может произносить "р".
4134547	Mahalladan ham uch-to'rt kishi aytdim, oshni ko'proq qilishi kerak.	4134559	Из махалли тоже позвал трех-четырех человек, плова надо сделать побольше.
4134573	Uni xalq shoiri deb aytadilar.	4134578	Его называют народным поэтом.
4134579	Qimorboz deb kimni aytasiz?	4134581	Кого это вы называете игроком?
4134665	Keyingi bekatda tushasizmi?	4134673	Вы выходите на следующей остановке?
4134676	Sobir bugun keladimi?	4134679	Собир сегодня придет?
4134688	Bu topshiriqni albatta bajaramiz.	4134691	Поручение это мы обязательно выполним.
4134695	To'yingga albatta boraman.	4134698	Я обязательно приду на твою свадьбу.
4134701	Bog'imizga albatta o'rik danagidan ekamiz.	4134702	Мы обязательно посадим в нашем саду косточки абрикоса.
4136070	Sen birovni ham aldama,o'zingni ham aldama: mana bu yerda darding bor...	4136071	Ты никого не вводи в заблуждение и себя тоже: вот здесь у тебя болит...
4136073	O'qituvchimiz almashdi.	4136074	Наш учитель сменился.
4136075	Qorovul bir soatdan keyin almashadi.	4136077	Караул сменится через час.
4136078	Kalishim almashib qolibdi.	4136079	Я перепутал галоши.
4136089	Xullas, aloqamiz buzilib qoldi.	4136094	В общем, наши отношения испортились.
4136096	Bu gaplarning menga aloqasi yo'q.	4136099	Эти разговоры не имеют ко мне никакого отношения.
4136106	Anvar xususiy haeti, ayniqsa Ra'noga aloqasidan hech kimga og'iz ochmas edi.	4136110	Анвар никому не рассказал о своей личной жизни, особенно об отношениях с Рано.
4136128	Ayolning ovozini aniq eshitdim.	4136131	Я отчетливо слышал голос женщины.
4136134	Qorong'ida odam aniq ko'rinmaydi.	4136138	В темноте человека отчетливо не видно.
4136144	Anor faqat janubda o'sadi.	4136145	Гранат растет только на юге.
4136149	Mening kelinimga ayt:kurak, bolta, arra, jami asboblarni yig'sin.	4136153	Скажи моей невестке, пусть соберет все инструменты: лопату, топор, пилу.
4136717	Inson - aql egasidir.	4136718	Человек обладает разумом.
4136719	Aql yoshda emas, boshda.	4136720	Ум не в годах, а в голове.
4136721	Jahl kelganda, aql ketadi.	4136722	Когда приходит гнев, уходит рассудок.
4136723	Ko'pdan ko'p chiqar.	4136724	Что ни человек, то мнение.
4136725	Men uning so'zlariga ahamiyat bermadim.	4136726	Я не придал значения его словам.
4136727	Ahvoli yaxshilanyapti.	4136728	Состояние улучшается.
4136729	Ahvolingiz qalay?	400924	Как поживаете?
4136732	Shahrimizning aholisi tez ko'paymoqda.	4136733	Население нашего города быстро растет.
1223564	Salam, eski do'stim!	1783332	Привет, старый друг!
5397075	Men Toshkentda yashayman.	5397061	Я живу в Ташкенте.
5953782	Unda ishim bor.	5953781	У меня есть дело к нему.
6014419	Мен ишлайман.	882179	Я работаю.
2685381	Yaxshimisiz?	473035	Как дела?
6894559	Tomning boy bo'lganini o'yladim.	6950888	Я подумал, как Том обогатился.
7206772	Tom bilan suhbatlashishni xohlayman.	6596998	Я хотел бы побеседовать с Томом.
7206813	Sen shunday yoqimlisan!	4408382	Ты такая симпатичная!
8305319	Bu uning yozuvi emas.	7448038	Это не его почерк.
2296402	Men muhandisman.	397587	Я инженер.
8541576	Avtovokzal qayerda?	8497553	Где находится автовокзал?
8544338	Chaqalog'imiz gapira boshladi.	8585741	Наш ребенок начал разговаривать.
8775078	Oilangiz haqqida hamma narsani bilasizmi?	8774576	Вы всё знаете о своей семье?
8780147	Lug'at qayerda?	8764349	Где словарь?
8780203	Ular qo'shiq ayta oladilar.	8774711	Они могут спеть.
8824324	Kiring!	348093	Войдите!
8824327	Shoshilaqol!	351199	Поторапливайся!
8824328	Sovuq.	351532	Холодно.
397313	Rahmat!	374869	Спасибо!
8824330	Marhamat.	379409	Пожалуйста.
8824331	Nihoyat!	392297	Наконец!
8824332	Ketdik.	397582	Пошли.
8824333	Ajoyib!	400583	Класс!
8824337	Assalomu alakyum.	402127	Здравствуйте.
9642917	Oilam hech nimadan shubhalanmadi.	6466037	Родители ничего не заподозрили.
9642920	Оилам ҳеч нимадан шубҳаланмади.	6466037	Родители ничего не заподозрили.
9646607	Kecha yer qimirladi.	588450	Вчера выпал снег.
10473705	Bu rasm juda chiroyli.	3813019	Эта картина очень красивая.
10474460	Ko'zim shishib ketdi.	895383	У меня глаз распух.
10715872	Uni yo'qotishdan qo'rqaman.	10714500	Я боюсь её потерять.
10715889	Biz uni kechasi joylashtira olamiz.	10712952	Мы можем поселить его на ночь.
10716008	Bu Tomning uyining surati.	10711376	Это фотография дома Тома.
11904898	Ma’lumotlar bazamizda bunday yozuv yo‘q.	11891149	В нашей базе данных такой записи нет.
