id	sentence	id_tr	sentence_tr
8090879	მე უბრალოდ არ მინდა ამაზე ლაპარაკი.	4628762	Я просто не хочу об этом говорить.
8090881	მე უკვე გითხარი, რომ არ მინდა ამაზე ლაპარაკი.	4628775	Я же сказал, что не хочу об этом говорить.
8090888	იყიდე წიგნი.	2907407	Купи книгу.
8090889	იყიდე ეს.	5800162	Купи это.
8090891	მამამ მიყიდა მე წიგნი.	2536137	Отец купил мне книгу.
8090893	დედამ მიყიდა მე წიგნი.	3782316	Мама купила мне книгу.
8090891	მამამ მიყიდა მე წიგნი.	5510092	Папа купил мне книгу.
8090894	ტომმა მიყიდა მე წიგნი.	6842270	Том купил мне книгу.
8090895	მიყიდე მე ეს წიგნი.	2674510	Купи мне эту книгу.
8090896	ტომმა მიყიდა მე ეს წიგნი.	4942208	Том купил мне эту книгу.
8090898	ჩემმა ბიძამ მიყიდა მე ეს წიგნი.	1016940	Мой дядя купил мне эту книгу.
8090899	ფული არ მაქვს.	503491	У меня нет денег.
8090900	მაგრამ მე ფული არ მაქვს.	522641	Но у меня нет денег.
8090902	უკაცრავად, ფული არ მაქვს.	1074679	Извините, у меня нет денег.
8090903	ბოდიში, ფული არ მაქვს.	6919929	Извини, у меня нет денег.
8090904	სამწუხაროდ, ფული არ მაქვს.	6919948	К сожалению, у меня нет денег.
8090905	მე არ მაქვს ფული, მაგრამ მაქვს ოცნებები.	745718	У меня нет денег, но есть мечты.
8090954	მე სახლში ვარ.	418376	Я дома.
8090955	დაბრუნდი სახლში.	430575	Возвращайся домой.
8090956	შენ სახლში ხარ?	479326	Ты дома?
8090957	სახლი იწვის.	652788	Дом горит.
8090958	სახლი იყიდება.	813130	Дом продаётся.
8090959	თქვენ სახლში ხართ?	1031580	Вы дома?
8090960	ის სახლშია?	1546098	Она дома?
8090960	ის სახლშია?	1643857	Он дома?
8090961	თქვენ სახლში დარჩით.	1942642	Оставайтесь дома.
8090962	სახლში წადით.	1948886	Идите домой.
8090963	მამა სახლშია.	2076360	Папа дома.
8090964	სახლში მიდიხარ?	2134887	Ты домой?
8090966	სადაა სახლი?	2297643	Где дом?
2413028	სახლი პატარაა.	2412895	Дом маленький.
8090967	სახლი ხისაა.	4219357	Дом деревянный.
8090968	ის სახლშია.	4257507	Он дома.
8090969	მოდი სახლში!	4323431	Приходи домой!
8090970	ისინი სახლში არიან.	4336220	Они дома.
8090971	დედა სახლშია.	4402429	Мама дома.
8090972	სახლი წითელია.	6155268	Дом красный.
8090973	სახლი იყიდეს.	7307603	Дом купили.
8090976	სახლი თეთრია.	7804834	Дом белый.
8090977	სახლი ლამაზია?	7807754	Дом красивый?
8090978	სადაა შენი სახლი?	637649	Где твой дом?
8090979	მე სახლში მინდა.	650414	Я хочу домой.
8090980	ვინაა სახლში?	851598	Кто в доме?
8090982	ისინი აშენებენ სახლს.	1290936	Они строят дом.
8090983	მე ვიყავი სახლში.	1383126	Я был дома.
8090984	ძაღლი სახლშია.	1410057	Собака в доме.
8090986	ჩემი სახლი აქაა.	1410062	Мой дом здесь.
8090987	აი ჩემი სახლი.	1834863	Вот мой дом.
8090988	ის წავიდა სახლში.	1879838	Она пошла домой.
8090989	დღეს ის სახლშია.	1963827	Сегодня он дома.
8090990	ის დაბრუნდა სახლში.	1994767	Она вернулась домой.
8090991	შენ მიდიხარ სახლში?	2564665	Ты идёшь домой?
8090994	დრო მიფრინავს.	468695	Время летит.
8090995	დრო ფულია.	2265298	Время - деньги.
8090996	დრო გვიჩვენებს.	3117172	Время покажет.
8090997	დრო გავიდა.	3308898	Время вышло.
8090998	დრო წყვეტს.	3992095	Время решать.
8090999	ყველაფერს თავისი დრო აქვს.	374672	Всему своё время.
8091000	დრო მიფრინავს სწრაფად.	408648	Время летит быстро.
8091002	დრო ყველაფერს კურნავს.	2269393	Время всё лечит.
8091005	მიეცი მას დრო.	2461271	Дай ей время.
8091006	ტომს სჭირდება დრო.	2561428	Тому нужно время.
8091016	თქვენ კარგავთ დროს.	2760085	Вы теряете время.
8091017	ის კარგავს დროს.	3052691	Она теряет время.
8091017	ის კარგავს დროს.	3052692	Он теряет время.
8091020	შენ კარგავ დროს.	3052697	Ты теряешь время.
8091022	მე ვკარგავ დროს.	3052698	Я теряю время.
8091023	ტომი კარგავს დროს.	3175251	Том теряет время.
8091025	მომეცი დრო.	3265813	Дай мне время.
8091026	მე ვკლავ დროს.	3687331	Я убиваю время.
8091028	ჯერ არაა დრო.	4925188	Ещё не время.
8091029	დრო სწრაფად გავიდა.	5566287	Время быстро прошло.
8091031	უკვე დროა სადილობის.	7306255	Уже время обедать.
8091033	მომეცი დრო ფიქრისთვის.	652767	Дай мне время подумать.
8091034	მე კარგად გავატარე დრო.	2041014	Я хорошо провёл время.
8091034	მე კარგად გავატარე დრო.	2041015	Я хорошо провела время.
8091039	მე ყოველთვის დაკავებული ვარ.	2049700	Я всё время занята.
8091041	ჩვენ გვაქვს დრო.	2587511	У нас есть время.
8091042	მე ყოველთვის ვიგებ.	2606668	Я всё время проигрываю.
8091043	მე მჭირდება რამდენიმე დრო.	2608525	Мне нужно некоторое время.
8091044	ის ყოველთვის დუმდა.	2626143	Он всё время молчал.
8091045	ტომს დრო აქვს.	2810366	У Тома есть время.
8091047	ტომს სჭირდებოდა დრო.	2933924	Тому нужно было время.
8091049	ჩვენ გვაქვს დრო?	3457964	У нас есть время?
8091050	მე ყოველთვის სახლში ვარ.	3509558	Я всё время дома.
8091051	ტომი ყოველთვის დაკავებულია.	3522573	Том всё время занят.
8091052	მე მაქვს დრო.	3642317	У меня есть время.
8091053	ეს საუკეთესო დრო არაა.	3971154	Это не лучшее время.
8091055	დრო მიფრინავს ძალიან სწრაფად.	3995668	Время летит очень быстро.
8091057	შენ გაქვს დრო.	4040895	У тебя есть время.
8091059	არ დავკარგავთ დროს.	4063932	Не будем терять время.
8091060	ჩვენ ამაოდ ვკარგავთ დროს.	4299758	Мы зря тратим время.
8091063	და ახლა დროა დალევის.	4406909	А сейчас время пить.
8091111	ღვინო წითელია?	1971744	Вино красное?
8091112	ვაშლი წითელია?	2589320	Яблоко красное?
8091114	ყვავილი წითელია?	2979235	Цветок красный.
8091117	წითელი უკეთესია?	3098369	Красный лучше.
8091119	ვაშლი წითელია.	3146996	Яблоко красное.
8091121	მაგიდა წითელია.	4575197	Стол красный.
8091123	წიგნი წითელია.	4685350	Книга красная.
8091125	სისხლი წითელია.	5328942	Кровь красная.
8091127	კარი წითელია.	5454173	Дверь красная.
8091128	ჩემი თვალები წითელია.	827839	Мои глаза красные.
8091129	ეს წითელი ღვინოა?	7680936	Это красное вино?
8091130	ეს ვაშლი წითელია.	7942191	Это яблоко красное.
8091131	მე წითელი სახლი მაქვს.	2749480	У меня красный дом.
8091132	ნუ წერ წითელი კალმით.	3992769	Не пиши красной ручкой.
8091133	მე ყურები წითელი მაქვს?	4569520	У меня уши красные?
8091134	მე მიყვარს წითელი ფერი.	4605099	Я люблю красный цвет.
8091136	მე მიყვარს წითელი ღვინო.	4754941	Я люблю красное вино.
8091141	თქვენ ყიდით წითელ ღვინოს?	5914548	Вы продаёте красное вино?
8091146	კარგი შესრულებულია.	1413714	Хорошая работа.
8091149	კარგი ნახელავია.	1413714	Хорошая работа.
8091156	მე ვეძებ სამსახურს.	1504369	Я ищу работу.
8189632	სახლში ვიყავი.	1383126	Я был дома.
8371169	ისინი არ ეწევიან.	2554957	Они не курят.
8371170	მე სპორტსმენი ვარ.	6289569	Я спортсмен.
8371180	ეს ცუდი არ იყო.	8371178	Это было неплохо.
8371181	შენ არასდროს არ შეიცვლები.	3485859	Ты никогда не изменишься.
8371184	თქვენ არასდროს არ შეიცვლებით.	3485860	Вы никогда не изменитесь.
8399557	მე უკვე ველაპარაკე მას.	4838452	Я уже говорила с ним.
8408348	მე ვიცი, სად არის შენი სახლი.	7201431	Я знаю, где твой дом.
8408350	სად არის შენი დედა? სახლშია?	6607810	Где твоя мама? Дома?
8450178	მე მინდა ოქროს ჯვარი.	4562753	Я хочу золотой крестик.
8450179	ტომი ძალიან დიდსულოვანი ადამიანია.	3497576	Том очень великодушный человек.
8450181	მან მისცა კატას რძე.	468151	Она дала кошке молока.
8450182	მე ჯერ ვერ ვიპოვე ვერაფერი უკეთესი.	5987298	Я пока не нашёл ничего лучше.
8450183	მე ვფიქრობ , შენ იცი , რომ ტომი აპირებს ამის გაკეთებას.	7345246	Я думаю, ты знаешь, что Том не собирается этого делать.
8450185	იჩქარე, სხვაგვარად შენ დააგვიანებ ბოლო მატარებელზე.	2455424	Поторопись, иначе ты опоздаешь на последний поезд.
8450187	ეს იყო ჩემი ოცნება.	8130762	Это было моей мечтой.
8450188	საით გადაწყვიტე შენ წასვლა?	7925109	Куда ты решил пойти?
8450189	არსებობს სხვა მოსაზრებაც.	2106996	Существуют и другие мнения.
8450191	ჩვენ დავბრუნდებით საღამოს.	2310629	Мы вернёмся вечером.
8450192	მე არ შემიძლია პასუხი , იმიტომ რომ ამ კითხვაზე ბევრად რთულია პასუხის პოვნა.	2619934	Я не могу ответить, потому что на этот вопрос слишком сложно найти ответ.
8450193	აი რა უნდა ვთქვა მე.	3679119	Вот что я должен сказать.
8450194	ეს დასტურია იმისა , რომ შენ ხარ მკვლელი.	4637165	Это доказательство того, что ты убийца.
8450195	ეს იყო სრულიად მოულოდნელი.	4651986	Это было совершенно неожиданно.
8450197	შენ მიეცი ტომს ჩემი ტელეფონის ნომერი?	5436460	Ты дал Тому мой номер телефона?
8450199	ოდესღაც მეც ვიყავი შენი ასაკის.	3264875	Когда-то и я был твоего возраста.
8450200	ტომი ეჭვიანია?	4817193	Том ревнив?
8450201	ჩვენ გთავაზობთ ექვს ვარიანტს პრობლემის გადასაჭრელად.	5500912	Мы предлагаем шесть вариантов решения проблемы.
8450202	შენ არ მითხარი მე , რომ ასე არაა.	5775178	Ты не сказал мне, что не так.
8450203	ჩვენ თორმეტამდე ადრე არასდროს არ ვწვებით.	7995254	Мы раньше двенадцати никогда не ложимся.
8450204	ჩვენ ვერ ვიტანთ წესებს.	4491030	Мы ненавидим правила.
8450205	მე მოვალ ოთხი საათის შემდეგ.	3277712	Я приеду через четыре часа.
8450206	მე არ მინდა, რომ ისინი შიმშილობდნენ.	5655014	Я не хочу, чтобы они голодали.
8450207	ისინი ქალაქგარეთ არიან.	6106633	Они за городом.
8450246	კარგი, აღარ გვინდა ამაზე.	4040286	Ладно, не будем об этом.
8450247	აქ მხოლოდ ნაწილია.	6813783	Здесь только часть.
8450248	როგორ ცხოვრობ შენ ასე?	6891352	Как ты так живёшь?
8450251	შენ გჭირდება რაიმე შეჭამო.	3080140	Тебе надо чего-нибудь поесть.
8450252	მე მჭირდება მზე.	3305613	Мне нужно солнце.
8450253	მე მინდოდა მივსალმებოდი ტომს.	4023531	Я хотел поздороваться с Томом.
8450254	ღამე მხოლოდ იწყება.	3111757	Ночь только начинается.
8450256	ჩვენ გვინდოდა რომ დავრჩენილიყავით აქ კიდევ ერთი დღე, თქვენ როგორი აზრის ხართ ამაზე?	2350923	Мы хотели бы остаться здесь ещё на один день, как вы к этому отнесётесь?
8450257	თქვენ შეგიძლიათ დაწეროთ წერილი?	3174820	Вы можете написать письмо?
8450258	თქვენ გაუგეთ მას?	4021788	Вы поняли его?
8450259	შენ რაღაც იპოვე , განა ასე არაა?	4431110	Ты что-то нашёл, не так ли?
8450260	მას სძულდა სკოლა.	5115176	Она ненавидела школу.
8450262	თავიდან მე ის არ მომეწონა.	5219856	Сначала она мне не понравилась.
8450265	ახლა ის მუშაობს ჩვენ ოფისში.	2271426	Сейчас она работает в нашем офисе.
8450275	შევიხედე ღუბლებს შორის, მე დავინახე,როგორ გამიელვა ჩემმა მომავალმა თვალწინ.	406596	Взглянув сквозь туман, я увидел, как моё будущее промелькнуло у меня перед глазами.
8450278	მან უკვე მოუყვა პოლიციელებს , რაც მოხდა.	5000071	Он уже рассказал полицейским, что произошло.
8450285	შენ ამოათრიე მერი ჭუჭყიდან.	7447309	Том вытащил Мэри из грязи.
8450288	ჩვენ მოგვწონს ისტორია.	8302548	Нам нравятся истории.
8450289	რომ მცოდნოდა მე მხოლოდ მისი მისამარათი.	823321	Если бы я только знала его адрес.
8450290	თქვენ აღმოგვიჩინეთ ჩვენ შეუფასებელი მომსახურება.	2958843	Вы оказали нам неоценимую услугу.
8450291	ახლა ხალხი ბევრად განათლებულია, ვიდრე ადრე.	422405	Сейчас люди более образованы, чем раньше.
8450294	რისთვის უნდა გითხრა შენ, სად ვმალავ მე ჩემ ფულს.	3467388	Зачем я должен сказать тебе, где я прячу свои деньги?
8450296	მე მინდოდა მცოდნოდა მეტი იმის შესახებ , რაც მოხდა.	5230270	Я хотел бы знать больше о том, что произошло.
8450297	ტომმა ივახშმა თავის მშობლებთან ერთად.	6855451	Том поужинал со своими родителями.
8450299	შენ როდესმე გინახავს , როგორ ცურავს ის?	411378	Ты когда-нибудь видела, как он плавает?
8450301	ჩვენ ვერ შევძლებთ მუშაობას ასეთ პირობებში.	2811076	Мы не можем работать в этих условиях.
8450303	ტომის სახლი იყო ცეცხლში.	2874246	Дом Тома был в огне.
8450305	მან გადაწყვიტა, რომ ეს სისულელეა.	3106039	Она решила, что это глупо.
8450307	შენ ისეთი ლამაზი ხარ.	3716697	Ты такой красивый.
8450309	მე ეჭვის ქვეშ ვარ.	4427977	Я под подозрением?
8450312	მე სრულიად გეთანხმები.	2590196	Я совершенно согласна.
8450314	ხშირად მე არ მაქვს დრო, რომ ვისაუზმო.	5138198	Часто у меня нет времени, чтобы позавтракать.
8450318	უბრალოდ გააკეთეთ ის , რასაც მე თქვენ გეუბნებით.	8063173	Просто сделайте то, что я вам говорю.
8450319	ეს იყო უბრალოდ სულელური შეცდომა.	5484520	Это была просто глупая ошибка.
8450321	მან მოიტეხა ხელი თამაშის დროს.	2658612	Он сломал себе руку во время игры.
8450323	ტომი არასდროს არ ყოვნდება დიდი ხნით ერთ ადგილზე.	7583130	Том никогда не задерживается надолго на одном месте.
8450325	ეს თქვენთვის არაა.	4651996	Это не для вас.
8450327	ტომმა გადააგდო თავისი ძველი საფულე.	5114109	Том выбросил свой старый бумажник.
8450328	რა არის ახლა მოდაში?	5586780	Что сейчас в моде?
8450329	იარეთ უფრო სწრაფად.	6576790	Идите быстрее.
8450331	ჩემთვის არაა მნიშვნელოვანი , რით ხარ შენ დაკავებული.	6791248	Мне неважно, чем ты занимаешься.
8450336	პრობლემა იყო ბევრად რთული , იმისთვის რომ შეგვძლებოდა გადაჭრა სხვა მხარის დაუხმარებლად.	4483412	Проблема была слишком сложной, чтобы мы могли решить её без посторонней помощи.
8450337	თქვენ იქნებით ჩემთან ერთად.	5608860	Вы будете со мной.
8450340	თქვენ იცნობთ ადამიანს, მდგარს ხიდზე?	2600804	Вы знаете человека, стоящего на мосту?
8450686	უჰ , როგორ ცივა!	762015	Ух, как холодно!
8450688	წადი შენ თვითონ !	2749146	Иди сам!
8450689	ეს შენ იყავი მანქანაში?	2985211	Это ты был в машине?
8450691	მე არც კი ვიცი , რის შესახებ საუბრობ შენ.	3529642	Я даже не знаю, о чём ты говоришь.
8450693	რატომ დააგვიანეთ თქვენ ამ დილით?	3572422	Почему вы опоздали этим утром?
8450697	მოდი კიდევ ერთხელ, ხელახლა ვითამაშოთ.	4782871	Давай ещё раз, заново поиграем.
8450700	დაიმალეთ, და მე მოგძებნით.	7051385	Прячьтесь, а я буду вас искать.
8450704	მე ვიყავი აქ მთელი დღე.	2525517	Я был здесь целый день.
8450706	მე, ვისურვებდი, დავრჩენილიყავი კიდევ ცოტა ხნით.	4643856	Я, пожалуй, останусь ещё ненадолго.
8450711	შენ ცხოვრებაში ვერ გამოიცნობ , რა იყიდა ტომმა!	4652228	Ты в жизни не догадаешься, что Том купил!
8450712	მე მას ვუყვირე.	5549593	Я накричала на неё.
8450713	ბუნება - ეს წიგნია , რომელიც უნდა წაიკითხო და სწორად გაიგო.	1796558	Природа - это книга, которую надо прочитать и правильно понять.
8450714	ვფიქრობ, მას გამოუვა.	3632413	Думаю, у него получится.
8452942	საინტერესოა , ვინ იყიდა ეს.	8452631	Интересно, кто это купил.
8452943	საინნტერესოა , ვინ იქნება იქ.	8452630	Интересно, кто там будет.
8452944	როდის ააშენეს ეს კედელი?	8452629	Когда построили эту стену?
8452945	როდის იყო აშენებული ეს კედელი?	8452628	Когда была построена эта стена?
8452946	მე მაქვს კლავიატურა გატეხილი.	8452627	У меня клавиатура сломана.
8452947	მე ეს წიგნი არ წამიკითხავს.	8452625	Я не эту книгу читал.
8452948	ეს ის წიგნი არ არის, რომელიც მე წავიკითხე.	8452624	Это не та книга, которую я читал.
8452949	მე ახლა ბევრად ნახკლებს ვკითხულობ , ვიდრე ადრე.	8452621	Я сейчас гораздо меньше читаю, чем раньше.
8452950	მე ვაპირებ გავაკეთო ეს ხვალ.	8452612	Я собирался сделать это завтра.
8452954	ტომი და მერი აპირებენ მალე დაქორწინებას.	8452605	Том и Мэри собираются скоро пожениться.
8453707	მოუთმენლად ველი უახლოეს შეხვედრას.	2239524	С нетерпением жду скорой встречи.
8453708	მე ახლახანს დავამთავრე სადილობა.	5113207	Я только закончил обедать.
8453711	გირჩევ შენ არ მიაქციო ყურადღება ტომას.	6366080	Предлагаю тебе не обращать на Тома внимания.
8453712	შენ რა, ული არ გჭირდება?	6774232	Тебе что, деньги не нужны?
8453715	მერიმ შენიშნა, რომ ტომი მას უყურებს.	6880375	Мэри заметила, что Том на неё смотрит.
8453719	მან მაჩუქა მე წიგნი შობას.	1480948	Она подарила мне книгу на Рождество.
8453721	ისინი არ არიან მშივრები.	4107054	Они не голодные.
8453722	შენ უკვე გაქვს რაღაც იდეები?	4509820	У тебя уже есть какие-то идеи?
8453725	მე მინდოდა გამეგო ,რატომ გადაწყვიტა ტომმა არ წამოსვლა.	5367769	Я бы хотел выяснить, почему Том решил не идти.
8453726	ის ხომ ბავშვია.	5574798	Он же ребёнок.
8453729	მერის აქვს გრძელი ფეხები.	6383727	У Мэри длинные ноги.
8453730	ეს პორტუგალიურ- კორეული ლექსიკონია.	7480624	Это португальско-корейский словарь.
8453732	მე მინდოდა , რომ თქვენ ეს გაგეკეთებინათ ტომისთან ერთად.	6761361	Я хотел, чтобы вы сделали это вместе с Томом.
8453735	ჩემი ბიძაშვილი მუშაობს მაღაზიაში ჩვენ სახლთან ახლოს.	507340	Мой двоюродный брат работает в магазине недалеко от нашего дома.
8453737	არ დაიჯეროთ ეს!	3060188	Не верьте этому!
8453738	ადრე ჩვენ ვიყავით მეზობლები.	4509945	Раньше мы были соседями.
8453739	ნუ აბუქებთ!	5211436	Не преувеличивайте!
8453741	ტომი მოეხვია მერის და აკოცა.	5404700	Том обнял Мэри и поцеловал.
8453742	ვვეჭვობ, ტომი მალე დაბრუნდება.	7346547	Подозреваю, Том скоро вернётся.
8453743	ვინაიდან მარია ძალიან კონტაქტურია, მას ბევრი მეგობარი ჰყავს.	2623239	Так как Мария очень общительна, у неё есть много друзей.
8453744	მას სურს სამზარეულო უფრო დიდი.	3664038	Она хочет кухню побольше.
8453745	ჩემი მშობლები განქორწინდნენ , როდესაც მე ვიყავი პატარა.	4231821	Мои родители развелись, когда я был маленьким.
8453747	მოგვეცით ჩვენ რამდენიმე საათი.	8058155	Дайте нам несколько часов.
8453748	შენ იგივე ასაკის ხარ , როგორც მე.	3253410	Ты такого же роста, как я.
8453749	თქვენ გაიგეთ, რა მოხდა?	3879736	Вы слышали, что случилось?
8453750	ჩვენ უნდა მიგვეტანა სადილი.	3757758	Мы должны были принести обед.
