id	sentence	id_tr	sentence_tr
1358839	Адамдар манги омир суре алмайды.	5510	Люди не могут жить вечно.
1358843	Сен тусинбейтин проблема бар.	5524	Есть проблема, которую ты не понимаешь.
1358851	Бул маган унаган жок.	5520	Мне это не нравилось.
1358859	Бул манызды емес.	5519	Это не важно.
1358871	Не айткын келип турганынды тусинип турган жокпын.	5542	Я не понимаю, что ты имеешь в виду.
1358872	Не болып калды?	5539	Что случилось?
1358874	Тусиндиргенине рахмет.	5537	Спасибо за объяснение.
1358877	Ешким билмейтин болады.	5555	Никто не узнает.
1358882	Енди не истеримди билмеймин.	5576	Я уже не знаю, что делать.
1358884	Сонша коп кутким келмейди.	5572	Я не хочу ждать так долго.
1358887	Мен сени жаксы корем.	5568	Я люблю тебя!
1358888	Мен сени суйемин.	5568	Я люблю тебя!
1358894	Мени ешким тусинбейди.	5614	Никто меня не понимает.
1358897	Мен жапонша сойлей алмаймын.	5612	Я не говорю по-японски.
1358904	Мысык? - деп сурады карт адам.	5626	Кошка? - спросил пожилой мужчина.
1358908	отинем, жыламашы.	5620	Пожалуйста, не плачь.
1358910	Мумкин емес!	5619	Не может быть!
1358918	Бул маган оте унайды.	5634	Мне это очень нравится.
1358918	Бул маган оте унайды.	1517319	Это мне очень нравится.
1358920	Менин атым Джек.	5633	Меня зовут Джек.
1358923	Менин есимим Джек.	5633	Меня зовут Джек.
1358927	Мектепке баргым келмейди.	5654	Я не хочу идти в школу.
1358931	Сеники дурыс.	5650	Ты прав.
1358933	Дурыс айтасын.	5650	Ты прав.
1358947	Олар бизден кагазбен жасайтын барлык жумысты тартып алды.	437395	Они отобрали у нас всю бумажную работу.
1358954	казир тамак жок.	438586	Сейчас нету еды.
1358959	Жогары билим сапасы ен жогары халыкаралык талаптарга сайкес болуы тиис.	438581	Качество высшего образования должно отвечать самым высоким международным требованиям.
1358969	Неликтен?	694104	Почему?
1485959	Мен дукенге барып жатырмын.	1485952	Я иду в магазин.
1496122	Маган аудармашы керек.	1389779	Мне нужен переводчик.
1517242	Ештен кеш жаксы.	414464	Лучше поздно, чем никогда.
1517271	Жаркыраганнын бари алтын емес.	381304	Не всё то золото, что блестит.
1517271	Жаркыраганнын бари алтын емес.	1517274	Не все золото, что блестит.
1517367	Баска пале тилден.	1517368	Язык мой - враг мой.
1517371	Билими жок ул – жупары жок гул.	1517373	Человек без знаний - всё равно что цветок без запаха.
1517376	Тазалык - денсаулык кепили.	1517382	Чистота - залог здоровья.
1517391	кайырлы кун!	1517389	Добрый день!
1517404	казанда метро бар.	404359	В Казани есть метро.
1517421	акем - агылшын тили мугалими.	1516241	Мой папа - учитель английского языка.
1517424	Бир, уш жане бес - так сандар.	385746	Один, три и пять — это нечётные числа.
1517444	Менде бир ага жане еки карындас бар.	424937	У меня один старший брат и две младшие сестры.
1517447	Менде бир ага жане еки синли бар.	424937	У меня один старший брат и две младшие сестры.
1518117	Биздин халкымызга ен кереги - бирлик, ултаралык татулык пен саяси турактылык.	1518118	Самое необходимое для нашего народа - единство, межнациональное согласие и политическая стабильность.
1518377	Полиция окига туралы бизге малимет берди.	902759	Полиция информировала нас о происшествии.
1518381	Полиция окига туралы бизге хабарлады.	902759	Полиция информировала нас о происшествии.
1518392	Дуйсенби – ауыр кун.	1518393	Понедельник - день тяжёлый.
1518471	Бiзде кантарда кар ушкындап турады.	337615	У нас в январе идёт снег.
1518472	Жылдын бiрiншi айы - кантар.	467757	Первый месяц года - январь.
1518473	Бугiн екiншi кантар.	826404	Сегодня второе января.
1518477	кантар, акпан, наурыз, сауiр, мамыр, маусым, шiлде, тамыз, кыркуйек, казан, караша жане желтоксан жылда он екi айларын курайды.	1398135	Январь, февраль, март, апрель, май, июнь, июль, август, сентябрь, октябрь, ноябрь и декабрь составляют двенадцать месяцев в году.
1518486	Аш бала ток баламен ойнамайды.	1518487	Голодный ребёнок с сытым не играет.
1518822	Жумыс таулик бойы истеледи.	1518823	Работа идёт круглосуточно.
1519680	АкШ-та аскери ушак тургын уйге кулады	1519677	В США военный самолёт упал на жилой дом.
1519694	Бугин Дуйсенби.	407793	Сегодня понедельник.
1519727	Менде электрогитара бар.	1519726	У меня есть электрогитара.
1520140	казак тили - ана тилим.	1520142	Казахский язык - мой родной язык.
1520144	Мен Шымкентте турамын.	1520147	Я живу в Шымкенте.
1520169	Мен курылысшымын.	1520170	Я - строитель.
1520173	Сен кайда барасын?	1520174	Ты куда идёшь?
1520175	Сиз кашан базарга барасыз?	1520176	Вы на базар когда пойдёте?
1520200	Мен билмеймин.	414650	Я не знаю.
1520204	Сен мени тындайсын ба?	1444703	Ты меня слушаешь?
1520206	Сиз оны билесиз бе?	639264	Вы его знаете?
1520206	Сиз оны билесиз бе?	1520208	Вы знаете его?
1520209	Ол кайда жумыс истейди?	1520210	Он где работает?
1520209	Ол кайда жумыс истейди?	2734717	Где она работает?
1520212	Емтиханга дайындалап отырмын.	1520213	Я готовлюсь к экзамену.
1520214	Ол спортпен шугылданады.	1520215	Он занимается спортом.
1520216	Мен китаптарымды жазамын.	1520217	Я пишу книги.
1520218	"Менин айелим ""Арзан"" дукенинде сатушы болып жумыс истейди."	1520219	"Моя жена работает продавщицей в магазине ""Арзан""."
1520220	Сизге жардем беруге бола ма?	1520221	Я могу Вам помочь чем-нибудь?
1520237	Ертен типти ешкайда бармаймын.	1520238	Завтра я вообще никуда не пойду.
1520239	Мен уйимде каламын.	1434123	Я останусь дома.
1520242	Бул маган унап тур.	1520244	Мне это нравится.
1520908	иним мектепке кетти.	1520910	Мой младший брат ушёл в школу.
1520913	Шешем зауытта истейди.	1520914	Моя мама работает на заводе.
1520916	Бугин кун ашык.	1520917	Сегодня ясный день.
1520916	Бугин кун ашык.	1520921	Сегодня ясная погода.
1520918	Кун буркип тур.	1520919	Идёт мелкий дождь.
1520922	Пойыз жай журеспин кетти.	1520923	Поезд поехал тихим ходом.
1520926	Олар мейманханага жайгасты.	1520925	Они расположились в гостинице.
1520927	Олар конак уйге жайгасты.	1520925	Они расположились в гостинице.
1520928	Биреудин айтуымен жазгым келеди.	1520930	Я хочу писать под диктовку.
1520931	Тастагы ески жазулары.	1520933	Древние надписи на камне.
1520935	Мен ешкайсысын танымаймын.	1520936	Я никого не знаю.
1520939	индет коп елди жайлады.	1520940	Эпидемия распространилась на многие страны.
1520943	Ешкандай менин досым емес.	1520944	Никакой он мне не друг.
1520945	Ертеде ушактар болмаган.	1520946	В старые времена не было самолётов.
1520947	кар ериди.	1520948	Снег растаял.
1520951	Коктем келди.	1520952	Весна пришла.
1520957	Мен одан ертерек келдим.	1520960	Я пришёл раньше, чем он.
1520957	Мен одан ертерек келдим.	1520963	Я пришёл раньше него.
1520965	Енди дем алуга болады.	1520966	Теперь можно отдохнуть.
1520967	Бул адетке енди.	1520968	Это вошло в привычку.
1520970	ан ауени жагымды естиледи.	1520971	Слышится приятная мелодия.
1520972	Лайым солай болсын.	1520973	Желаю, чтобы всегда было так.
1520974	Созинин манызы жок.	1520975	В его словах нет смысла.
1520974	Созинин манызы жок.	1520976	Он говорит бестолково.
1520979	Мен осыны ескертуге мажбурмин.	1520980	Я вынужден тебя об этом предупредить.
1520984	Ол жумыска немкурайды карайды.	1520985	Он к работе относится халатно.
1520988	омири оналып келеди.	1520989	Жизнь налаживается.
1520990	олтирдин гой мени.	1520991	Ты убил меня своим поступком.
1520996	Ол оз миндеттерине салак карады.	1520998	У него было халатное отношение к своим обязанностям.
1521708	Бугин мен ерте турдым.	1521709	Сегодня я рано встал.
1521715	"Жалкаудын ""ертени"" ешкашан таусылмайды."	1521719	"У лентяя ""завтра"" никогда не кончается."
1521725	Биз ески патерде турамыз.	1521727	Мы живём в старой квартире.
1521923	Ол саудырлап согып отыр.	1521925	Он говорит громко и без умолку.
1521927	Жанбыр саулап куйып тур.	463358	Дождь льёт как из ведра.
1522986	Аттыга жаяу жолдас болмас.	1522987	Конный пешему не товарищ.
1522991	Отан – елдин анасы, ел – ердин анасы.	1522992	Родина - мать народу, народ - мать джигиту.
1522993	аркимнин оз жери – жумак.	1522994	Каждому его родная земля - рай.
1522996	Туган жердей жер болмас, туган елдей ел болмас.	1522998	Нет земли лучше Родины, нет людей лучше, чем на Родине.
1522999	Ел иши – алтын бесик.	1523000	Родная земля – золотая колыбель.
1523001	Тамшы тас жарады,тил бас жарады.	1523003	Капля камень расколет, а слово – голову.
1523006	Тил - килти конилдин.	1523008	Язык - ключ к душе человека.
1523010	откен кун оралмас, кунды соз жогалмас.	1523011	Прожитый день не вернется, а мудрое слово останется.
1523021	Жаксы соз жарым ырыс.	1523022	Доброе слово – половина блага.
1523025	Жуздин корки – коз, ауыз корки.	1523026	Глаза украшают лицо, уста - слово.
1523028	Жаксы соз - жан азыгы.	1523030	Хорошее слово – душе опора.
1523034	акеге карап ул осер.	1523035	Глядя на отца растёт сын.
1523036	Бие коп болса, кулын коп.	1523038	Когда кобылиц много, и жеребят много.
1523040	Акшада коз жок.	1523041	У денег глаз нет.
1523044	Алтынды тот баспайды.	1523046	Золото не ржавеет.
1523047	Акша ашпайтын кулып жок.	1523049	Нет того замка, который бы устоял против денег.
1523051	калтасында тиыны жок, туйенин тисин ашып кореди.	1523052	В кармане ни гроша, а сам заглядывает в зубы верблюда.
1523055	Базар акшалыга базар, акшасызга назар.	1523056	Базар с деньгами – базар, а без денег какой базар.
1523057	Жаксы айел жаман еркекти хан кылады.	1523058	Хорошая женщина и плохого мужика ханом сделает.
1523060	Балалы уй - базар, баласыз уй - мазар.	1523062	Дом полный детей - как базар, дом без детей - тих как могила.
1523064	Досты периште косады, куданы кудай косады.	1523066	С другом сводит ангел, со сватом сводит сам Бог.
1523068	Жети рет олшеп, бир рет кес.	548116	Семь раз отмерь, один раз отрежь.
1523074	Енбектин козин тапкан, байлыктын озин табады.	1523075	Кто найдёт источник труда, тот найдёт и само богатство.
1523077	Бир жылга коян териси де шыдайды.	1523078	Один год и заячья шкура выдержит.
1523080	айелдин акылы - коркинде, еркектин корки - акылында.	1523082	Ум женщины - в её красоте, красота мужчины - в его уме.
1526942	Ханымдар мен мырзалар!	1526943	Дамы и господа!
1526949	Осакада кар жауып турды.	1526798	В Осаке шёл снег.
1527211	Жыланнын уы басында болады, бейгамнын жауы касында болады.	1527212	Яд змеи - в голове, враг ротозея - рядом с ним.
1527229	уй тар, сырт кар.	1527230	В доме тесно, на дворе - снег.
1527231	Мен типти сени ашуланар деп ойлаган жок едим.	1527232	Я даже и не думал, что ты рассердишься.
1527239	Олар согыста каза болгандарды аскери дастур бойынша койып еди.	1527243	Погибших в бою они похоронили по военной традиции.
1527245	Ол коре койды.	1527249	Он заметил сразу же.
1527254	Ол жудырыкпен койып жиберди.	1527258	Он ударил кулаком.
1527264	Ол бар кымызды котарып ишип койды.	1527265	Он залпом выпил весь кумыс.
1527269	Тау тауга косылмайды, адам адамга косылады.	1527272	Гора с горой не сходится, а человек с человеком сходится.
1527275	Онын пикирине мен де косыламын.	1527280	Я тоже присоединяюсь к его мнению.
1527286	корыкканга кос коринеди.	1188686	У страха глаза велики.
1527296	Коз коркак, кол батыр.	652057	Глаза боятся — руки делают.
1527302	Ол коркуды билмейди.	1527303	Он не знает страха.
1527302	Ол коркуды билмейди.	1527304	Он не ведает страха.
1527306	Ол жерди корыс кылып казды.	1527308	Он разворотил землю.
1527310	Ол мыс корытады.	1527312	Он плавит медь.
1527319	Шоби козгама.	416643	Не трогай траву.
1527322	козгама.	1017057	Не трогай.
1527325	Гулдерди козгама.	1058895	Не трогай цветы.
1527330	Ол уадесинде турмайтын адам екен.	1527332	Он, оказывается, не держит своего слова.
1527336	Мен созимде турдым.	1527339	Я сдержал своё слово.
1527342	когамдык сананы когамдык турмыс билейди.	1527344	Общественное бытие определяет общественное сознание.
1527348	Ол осы уйдин туткасы еди.	1527349	Он был опорой этой семьи.
1527352	Арамзанын куйрыгы бир тутам.	659207	Шила в мешке не утаишь.
1527355	Сазда туткырлык касиет бар.	1527358	Глина обладает свойством вязкости.
1527364	Ертеннен бери дам татканым жок.	1527365	Я с утра ничего не ел.
1527366	кымыз татып кетипти.	1527367	Кумыс испортился.
1527372	Ол айына канша табады?	1527374	Он сколько зарабатывает за месяц?
1527377	Буркитимди кусбегине сынатайын деп едим.	1527378	Я хотел показать своего беркута для оценки его способностей тренеру ловчих птиц.
1527381	Ол сыланып-сыйпанады да журеди.	1527382	Она только тем и занята, что прихорашивается.
1527383	Биреу уйге сылан етип кирип келди.	1527384	Кто-то внезапно проник в дом.
1527385	Сиырды суалту керек.	1527386	Надо отнять телёнка от коровы.
1527387	Аягым суланды.	1527388	Я намочил себе ноги.
1527392	Ол суырыла сойледи.	1527393	Он говорит без запинки.
1527395	Мемлекет мулкине кол сукпа!	1527397	Не разворовывай государственное имущество!
1527400	Сук семирмес, уры байымас.	1527402	Попрошайке не жиреть, вору - не разбогатеть.
1527404	Козинин сугы отип кетти.	1527406	Его взгляд произвёл неприятное ощущение.
1527409	Туйеше сораптама.	1527411	Не пей как верблюд.
1527412	Ол конакка кой сойды.	1527413	Он для гостя барана зарезал.
1527416	Ол тек менен гана сескенеди.	1527417	Он боится только меня.
1528111	Акпараттык технологиялар саласында жумыс истейтин мамандар кажет.	1528112	Требуются специалисты в области информационных технологий.
1528118	Назарларынызга ракмет.	1485875	Спасибо за внимание.
1528123	кудайга шукир.	395173	Слава богу.
1528466	Колди жел козгайды, ойды соз козгайды.	1528471	Ветер приводит в движение озеро, а слово - мысль.
1528642	Ешбиреуин сабакка кешикпендер.	1528645	Пусть никто из Вас не опаздывает на занятия.
1528648	Ол есеп шыгарады.	1528650	Он решает задачу.
1528656	Ол атасына ерип, калага кетти.	1528660	Он вместе с дедушкой поехал в город.
1528663	Ол маган ерик берди.	1528665	Он дал мне возможность.
1528669	Мен оган еки дуркин айттым.	1528671	Я ему два раза говорил.
1528678	Жок нарсеге егеспей-ак койындар.	1528683	Незачем вам из-за пустяка пререкаться друг с другом.
1528687	Егил-тегил болып жылады.	1528689	Она сильно и долго плакала.
1528694	Егиншилер даладан кешке кайтады.	1528697	Пахари с поля возвращаются вечером.
1528701	Маган бул китап оте дилгер болып тур.	1528703	Мне очень нужна эта книга.
1528704	Отка тусетин кобелектей ебелектеме.	1528706	Не лети как бабочка на свет.
1528708	Мен оны коруге дилгермин.	1528709	Я очень желаю её увидеть.
1528711	Болменин бурыш-бурышы дымнан когерип кетипти.	1528714	На углах комнаты из-за сырости появилась плесень.
1528711	Болменин бурыш-бурышы дымнан когерип кетипти.	2427097	На углах комнаты появилась плесень от сырости.
1528715	откинши жанбыр жерди дымдап кетти.	1528716	Кратковременный дождь увлажнил землю.
1528722	Кози добалдай болып исип кетипти.	1528724	Его глаза сильно распухли.
1528731	Датим шыдамайды.	1528732	У меня не хватает терпения.
1528772	Толенген сома кайтарылмайды.	1528773	Оплаченная сумма не возвращается.
1528774	Былк еткизбеди.	1528775	Он не дал возможности пошевелиться.
1528776	Ол аузынан сози тускен былжыр.	1528777	Он не может сказать ничего вразумительного.
1528778	Аягымнын асты былкылдап кетти.	1528779	Я под своими ногами чувствую трясину.
1528780	Тисим былкылдап тур.	1528781	У меня зуб шатается.
1528782	Олар буктеп кетти гой.	442087	Они действительно победили.
1528783	Куннин батысынан кара булт шыкты.	1528784	На западе сгущались чёрные тучи.
1528785	Ол жумысты булжытпай орындады.	1528786	Он точно в срок выполнил свою работу.
1528787	Атым бултарганда, кулап кала жаздадым.	1528788	Мой конь так круто повернул, что я чуть не упал.
1528789	Биреудин пикирин бурмалама.	1528790	Не искажай чьих-либо мыслей.
1528791	Жаман хабарлардан онын бети бозарынкы тарткан.	446996	Она побледнела от плохих вестей.
1528793	Бейкам отыруга болмайды.	1528795	Нельзя быть беспечным.
1528797	Ауруга шыдамай тунимен безилдеп шыкты.	1528798	Он всю ночь стонал от сильной боли.
1528799	Ол тамактан безди.	1528800	Она потеряла аппетит.
1528801	Калоштын табанынын бедери карда айкын коринип тур.	1528804	Отпечаток узора галош был отчётливо виден на снегу.
1528806	Колдин суы бауырлап капты.	1528807	Вода в озере промёрзла до дна.
1528812	Ол аягын басты.	1528813	Он встал на ноги.
1528814	Баланын жылауы басылды.	1528815	Ребёнок перестал плакать и успокоился.
1528817	Бас котерген еки баласы бар.	1528818	У него два взрослых сына.
1529636	Ол допты торга тусирди.	1529637	Он попал мячом в сетку.
1529638	Тынданыздар!	1529503	Слушайте!
1529641	Тында!	2771278	Слушай!
1529644	Менин ажем аурады.	1529490	Моя бабушка болеет.
1529647	Аяк киим маган шак келди.	1529649	Обувь пришлась мне впору.
1529651	Баскышка муз катып калыпты.	1529652	Лёд застыл на ступеньках.
1529655	Биреудин ынкылдаганын естигим келмейди.	1529656	Не могу слышать чьих-либо стонов.
1529658	Бирте-бирте аспан ашыла бастады.	1529659	Понемногу небо стало проясняться.
1529663	Американдык зерттеушилер кок шайдын адам терисинин олип бара жаткан клеткаларын тирилтетинин аныктады.	1529664	Американские исследователи выяснили, что зелёный чай восстанавливает мёртвые клетки кожного покрова человека.
1529668	Данди дакылдарды жаппай себу басталды.	1529669	Начался массовый посев зерновых культур.
1529805	Амалын тапкан кыргыннан да аман шыгады.	1529806	Кто проявляет находчивость, тот из битвы выходит невредимым.
1529807	Ауа райы туралы онын болжамы акталды.	1529808	Его предсказания о погоде сбылись.
1529811	Баласынын хатын анасы бирнеше рет кайталап окып шыкты.	1529812	Мать несколько раз перечитала письмо сына.
1529813	Дуние мен онын зандылыгын танып билуге болады.	1529815	Мир и его закономерности вполне познаваемы.
1529991	Барлыгы керисинше болып шыкты.	1529992	Всё получилось наоборот.
1529993	Ен бастысы - ерликтен таймау.	1529994	Главное - не терять мужества.
1529999	Онын жаналыгы ен анык малиметтерден.	1530000	Его новость из самых достоверных источников.
1530001	Енди осы арадан кала алыс емес.	1530002	Теперь отсюда уже недалеко до города.
1530006	Ер бир рет оледи, коркак мын рет оледи.	1530007	Герой умирает один раз, а трус - тысячу.
1531551	Тараптардын шарт бойынша реттелмеген дауларын казакстан Республикасынын соттары казакстан Республикасынын заннамасына сайкес карайды.	1531553	Неурегулированные споры сторон по договору рассматриваются судами Республики Казахстан в соответствии с законодательством Республики Казахстан.
1531554	Тараптар осы шарт бойынша оз миндеттемелерин толык орындаганша шарт колданыста болады.	1531555	Договор действует до полного выполнения сторонами своих обязательств по настоящему договору.
1531560	Шарт тараптардын озара келисуи бойынша жазбаша турде, казакстан Республикасынын зандарында тикелей айкындалмаган жане енгизилген толыктыру казакстан Республикасынын зандарына кайшы келмейтин ережелер бойынша гана озгертиледи жане толыктырылады.	1531562	Договор изменяется и дополняется по взаимному согласию сторон, в письменном виде, только по тем положениям, которые прямо не определены законодательством Республики Казахстан и внесение которых не будет противоречить законодательству Республики Казахстан.
1533095	Шарт бойынша кабылдаган миндеттемелерин орындамаганы немесе тиисинше орындамаганы ушин тараптар шартта жане казакстан Республикасынын зандарында белгиленген тартиппен жауапкершилик котереди.	1533097	За неисполнение или ненадлежащее исполнение обязательств, принятых по договору, стороны несут ответственность в порядке, установленном договором и законодательством Республики Казахстан.
1533125	Келеси аялдама – Женис дангылы.	1533128	Следующая остановка - проспект Победы.
1533144	карттарга орын берейик, жастар!	1533146	Молодёжь, уступайте место пожилым людям!
1533454	Банкноттарды колдан жасау занмен кудаланады.	1533456	Подделка банкнот преследуется по закону.
1533458	Ол маусымда Голландиядан кайтып келди.	1533429	Он вернулся из Голландии в июне.
1533869	Ол Токиода турады.	782831	Он живет в Токио.
1533870	Лашын - ан алатын кустын бир тури.	1533871	Сапсан - один из видов ловчих птиц.
1533877	Лашын – сункар тукымдасына жататын жырткыш кус.	1533880	Сапсан — хищная птица из семейства соколиных.
1533885	Лашын казакстаннын «кызыл китабына» енгизилген.	1533889	"Сапсан занесён в ""Красную Книгу"" Казахстана."
1533894	алемдеги ен кишкентай акула - Тынык мухитындагы пигмей-акуласы.	1533904	Самая маленькая в мире акула - тихоокеанская акула-пигмей.
1533907	казакстан Республикасы - коп ултты мемлекет.	1533908	Республика Казахстан - многонациональное государство.
1533910	Ол баска маселеге кошти.	1533911	Он перешёл к другому вопросу.
1533940	Бакыттын килти достыкта, достыктын килти халыкта.	1533944	Ключ к счастью - в дружбе, ключ к дружбе - в народе.
1533959	Ол акесине тарткан.	1533960	Он уродился в своего отца.
1533963	Игиликти истен тартынба!	1533964	Не отказывайся от благородного дела!
1533966	Ол тыраш адам гой, жоктыгын билдирмейди.	1533967	Он такой человек, который никогда ни в чём не откажет.
1533968	Онын сози тындалмады.	1533969	На его слова никто не обратил внимания.
1533970	усти-басына кир жуытпайтын тыраш киси.	1533971	Он чистоплотный и аккуратный человек.
1533970	усти-басына кир жуытпайтын тыраш киси.	1533972	Он очень порядочный человек.
1533973	карап отырганша тыпырлап кал.	1533976	Чем сидеть сложа руки, лучше предпринимать что-нибудь.
1533977	Бала жарасын тырнап тастапты.	1533978	Ребёнок расковырял свою ранку.
1533982	Онын мандайынданы тыртысы кобейинкиреген.	1533984	На лбу у него стало больше морщин.
1533994	Котирилисшилер байдын ат-айгырларын тизип алды.	1533995	Повстанцы отобрали коней богача.
1533999	Жыл кусы тизбектелип кайтып жатыр.	1534000	Перелётные птицы прилетают стаями.
1534003	Козин ауырса - колынды тый, ишин ауырса - тамагынды тый.	1534007	Если болят глаза - попридержи руку, если болит живот - воздержись от еды.
1534010	Тигинши киим тигеди.	1534011	Портной шьёт одежду.
1534014	Даригер жарадан аккан канды тез тыйды.	1534019	Доктор быстро приостановил кровь из раны.
1534022	Бул - тике тартылган сызык.	1534023	Это - вертикально проведённая линия.
1534025	Курек тистери сойдиып турады.	1534026	У него выступают передние зубы.
1534028	Темирди кызганда сок.	405009	Куй железо, пока горячо.
1534031	Боран жолды тып-типыл етип кетти.	1534033	Во время бурана дорогу замело снегом.
1534035	Акпанда оган он жети жас толады.	469517	В феврале ей исполнится семнадцать лет.
1534036	Бизге астык тапсыру жоспарын толтыру керек.	1534037	Нам нужно выполнить план хлебосдачи.
1534039	Ол толганып-толганып арен конди.	1534041	После долгих размышлений он насилу согласился.
1534043	Самауырга суды толтыра куй.	1534046	Наполни самовар водой.
1534048	кулагым тосансиын депти.	1534050	Я стал хуже слышать.
1534052	Топырагы торка болсын!	1534053	Пусть земля будет пухом!
1534054	кусты тормен устайды.	1534055	Птиц ловят сетью.
1534058	Онын тобеси кокке жетти.	1534060	Он был на седьмом небе.
1534061	Мен тойдым!	519933	Я наелся!
1534064	кус уйдин тобесине конды.	1534065	Птица села на крышу дома.
1534067	Балаларды тобелестирме!	1534069	Не позволяй детям драться!
1534076	Акын - халыктын журеги, халык - акыннын тиреги.	1534077	Акын - сердце народа, народ - опора акына.
1534081	камсыз отыруга бола ма?	1534082	Разве можно сидеть сложа руки?
1534084	канагат карын тойгызар, канагатсыздык жалгыз атты сойгызар.	1534087	Если будешь довольствоваться малым, будешь всегда сыт, иначе - зарежешь даже единственного коня.
