id	sentence	id_tr	sentence_tr
385272	Як чалавек жыве, так ён і памрэ.	3290359	Как человек живёт, так он и умрёт.
385273	Што ты рабіла ў мінулую нядзелю?	3292441	Что ты делала в прошлое воскресенье?
385274	У які клуб ты хочаш уступіць?	3290363	В какой клуб ты хочешь вступить?
385275	Ён паклаў руку мне на плячо.	412485	Он положил руку мне на плечо.
385276	Ён вярнуўся з Галандыі ў чэрвені.	1533429	Он вернулся из Голландии в июне.
385277	Добрай раніцы.	329715	Доброе утро!
385278	У яе ўкралі сумачку.	1677559	У неё украли сумочку.
385281	Мы ведаем яго.	895334	Мы его знаем.
385282	Калісьці, даўным-даўно жылі бедны мужчына і багатая кабета.	3292455	Когда-то давным-давно жили бедный мужчина и богатая женщина.
385283	Я двойчы быў у Кіёта.	388077	Я дважды был в Киото.
385288	Я тут ужо дзве гадзіны.	742708	Я тут уже два часа.
385290	«Палюбі бліжняга свайго як сябе самога», — гэта цытата з Бібліі.	385289	«Возлюби ближнего, как самого себя», — это цитата из Библии.
385292	Космас поўны таямніц.	388071	Космос полон тайн.
385293	Я маю шмат сяброў.	614957	У меня много друзей.
385408	Ён зноў згубіў свой парасон.	533568	Он снова потерял свой зонтик.
385410	Ён пачуў шум з кухні.	3292471	Он услышал шум из кухни.
385412	Мне падабаецца павольны рытм гэтай песні.	3292465	Мне нравится медленный ритм этой песни.
385414	Паліцэйскі быў п’яны.	1117327	Полицейский был пьяным.
385420	У яе круглы твар.	1191933	У неё круглое лицо.
385424	Жалеза — карысны метал.	467784	Железо - полезный металл.
385430	Чыя гэта сумка?	652743	Чья это сумка?
385434	Вітаю.	348097	Добро пожаловать!
385434	Вітаю.	402430	Здравствуй.
385434	Вітаю.	416298	Милости прошу!
385435	Ало.	797265	Алло!
385441	Ён мае ўласны дом.	647353	У него есть собственный дом.
385460	Хто зляпіў снегавіка?	1949616	Кто слепил снеговика?
385462	Калі б я быў птушкай, я б паляцеў да цябе.	417303	Будь я птицей, я бы полетел к тебе.
385465	Не ўсе птушкі могуць лётаць.	745521	Не все птицы могут летать.
385496	«Дзякуй», — «Няма за што».	1667505	"Спасибо!" - "Не за что!"
385730	Дай мне ключ ад гэтага за́мка.	385728	Дай мне ключ от этого замка.
385731	Дай мне ключ ад гэтага замка́.	385728	Дай мне ключ от этого замка.
385742	Адзін, тры і пяць — гэта няцотныя лікі.	385746	Один, три и пять — это нечётные числа.
385753	Але яму пашанцавала.	385754	Но ему повезло.
385755	Ён узяў ручку і пачаў пісаць.	385758	Он взял ручку и начал писать.
385767	У кожнага свая праўда, але ісціна — адна.	385768	У каждого своя правда, но истина — одна.
385785	Сёння я бачыў зорку.	605652	Сегодня я видел звезду.
385786	Сёння я бачыў шпака.	385787	Сегодня я видел скворца.
385790	Мініспадніцы выйшлі з моды.	1729837	Мини-юбки вышли из моды.
385791	Гэты здымак зрабіў ён.	3294926	Этот снимок сделал он.
385798	Я не магу ісці далей.	518499	Я не могу идти дальше.
385799	Няшчасны выпадак здарыўся пазаўчора.	388073	Несчастный случай произошёл позавчера.
385806	Вучыцца ніколі не позна.	394354	Учиться никогда не поздно.
385809	Нам ледзьве хапае часу, каб з’есці снеданне.	419016	Нам едва хватает времени, чтобы съесть завтрак.
385810	У мяне атрымалася закончыць працу.	385811	Мне удалось закончить работу.
385815	Цяжка скардзіцца на такіх добрых людзей.	396209	Трудно жаловаться на таких добрых людей.
385822	Напісаўшы на сабе незразумела што і атрымаўшы неперадбачаны рэзультат, што ты будзеш рабіць?	385821	Написав на себе непонятно что и получив непредвиденный результат, что ты будешь делать?
385879	Ты ўбачыш розніцу.	580279	Ты увидишь разницу.
386017	Паважаныя пасажыры! Пры ўваходзе ў транспартны сродак і адсутнасці праязнога білета шматразовага выкарыстання пракампасціруйце білет аднаразовага выкарыстання, не чакаючы наступнага прыпынку.	386018	Уважаемые пассажиры! При входе в транспортное средство и отсутствии проездного билета многоразового пользования прокомпостируйте билет одноразового пользования, не дожидаясь следующей остановки.
386025	Калі ласка, дайце нам нейкія ўзоры.	386026	Пожалуйста, приведите нам несколько примеров.
386029	Шум усё галаснейшы і галаснейшы.	388072	Шум всё громче и громче.
386275	Я пахаваў свайго сабаку на могілках для хатніх жывёл.	388069	Я похоронил свою собаку на кладбище для домашних животных.
386276	Цмок — гэта выдуманая істота.	386278	Дракон — это выдуманное существо.
386276	Цмок — гэта выдуманая істота.	425700	Дракон — это вымышленное существо.
386279	Я больш не магу цярпець гэты боль.	585298	Я больше не могу терпеть эту боль.
386283	Нада мной навіс цень.	386284	Надо мной нависла тень.
386285	Я прыйшла ў школу своечасова.	386287	Я пришла в школу вовремя.
386294	Калі ласка, звяртайцеся да старшыні!	386293	Пожалуйста, обращайтесь к председателю!
386300	Цягнік спыняецца на кожным прыпынку.	388075	Поезд останавливается на каждой станции.
386301	Куды ты хочаш паехаць гэтым летам?	386302	Куда ты хочешь поехать этим летом?
386803	Да таго часу, калі прыехала пажарная брыгада, увесь будынак згарэў.	3308495	К тому времени как приехала пожарная бригада, всё здание сгорело.
386805	Я жыву з бацькамі.	1109028	Я живу с родителями.
386807	Мы муж і жонка.	1671076	Мы муж и жена.
386808	Дзе прыбіральня?	1708800	Где уборная?
386809	Дзе туалет?	615493	Где туалет?
386812	Гэты знак паказвае, што адказ правільны.	2196887	Этот знак означает, что ответ правильный.
386813	Мне шкада, што я туды пайшоў.	3306748	Мне жаль, что я туда пошёл.
386815	Я вывучаю англійскую.	1197847	Я изучаю английский.
386818	Я не магу пагадзіцца на гэты план.	3306736	Я не могу согласиться с этим планом.
386823	Ён сумуе па сваёй сям’і.	1038361	Он скучает по своей семье.
386829	Трусікі высунулі пыскі.	386830	Кролики высунули мордочки.
386839	Без цябе ў гэтым горадзе пуста і самотна.	386838	Без тебя в этом городе пусто и одиноко.
386857	Фіранка загарэлася.	896278	Штора загорелась.
386871	Няхай будзе з табою сіла.	386868	Да пребудет с тобой сила.
386938	Горад поўнасцю спустошаны.	386936	Город полностью опустошён.
387523	Пульт ад тэлевізара пад канапай.	387522	Пульт от телевизора под диваном.
387783	«Дзякуй», — «На здароўе».	2060115	"Спасибо". - "На здоровье".
387785	Я ні ў чым не вінаваты.	636029	Я ни в чём не виноват.
387789	Вялікі дзякуй!	401105	Большое спасибо!
387792	Шчыра дзякую!	401105	Большое спасибо!
387793	Кітайскія іерогліфы вельмі прыгожыя.	388076	Китайские иероглифы очень красивы.
388722	Лічыцца, што ў гэтым лесе жывуць здані.	388721	Полагают, что в этом лесу живут привидения.
389059	Пекін — сталіца Кітая.	389057	Пекин — столица Китая.
389064	Я зрабіў памылку.	652888	Я ошибся.
389067	Вось мой сцяг для нюнорска. Так як ідэалогія нюнорска асноўваецца на максымальным разыходжанні з дацкай, дацкі фон сцяга замяняем ісландскім, бо творцы мовы выкарыстоўвалі ісландскую для натхнення. Форма сцяга не прамакутная, бо... ну, дзіўны ён, гэты нюнорск.	389066	Вот мой флаг для нюнорска. Поскольку идеология нюнорска основывается на максимальном расхождении с датским, датский фон флага заменяем исландским, потому что создатели языка использовали исландский для вдохновения. Форма флага не прямоугольна, потому что... ну, странный он, этот нюнорск.
389259	Маёй мовы няма ў спісе!	389260	Моего языка нет в списке!
389750	Няма нічога каштоўнейшага за каханне.	389747	Нет ничего ценнее любви.
389756	Амазонка — другая па даўжыні рака ў свеце пасля Ніла.	2669291	Амазонка является второй по длине рекой в ​​мире после Нила.
389758	Мая цётка радавалася майму поспеху.	468203	Моя тётя радовалась моим успехам.
389762	Паглядзіце на гэты высокі будынак.	851340	Посмотрите на это высокое здание.
389764	Гэта царква, ў якой мы пажаніліся.	415712	Это церковь, в которой мы поженились.
389915	Юрыст чакаў на Бэна.	389745	Юрист ждал Бена.
389918	Адвакат чакаў Бэна.	389916	Адвокат ждал Бена.
389923	Гэты дом абаграваецца сонечнай энэргіяй.	407279	Этот дом обогревается солнечной энергией.
389976	Яна згубіла грошы, сям’ю, сяброў.	725543	Она потеряла деньги, семью, друзей.
391609	Калі я прыйшла дадому, я заўважыла, што згубiла кашалёк.	391611	Когда я пришла домой, я заметила, что потеряла кошелёк.
391610	Прыйшоўшы дадому, я заўважыў, што згубіў кашалёк.	391604	Придя домой, я заметил, что потерял кошелёк.
391612	Дом ля возера мой.	1100548	Дом у озера мой.
391645	Ты можаш уявіць, якім было б нашае жыццё без электрычнасці?	633771	Ты можешь представить, какой была б наша жизнь без электричества?
391675	Я б з радасцю ўсё гэта пераклаў, але не ведаю галандскай.	391676	Я бы с радостью всё это перевёл, но не знаю голландского.
391687	Звярніце ўвагу, што максімум не заўсёды існуе.	391686	Обратите внимание, что максимум не всегда существует.
391695	Можа, і мне падабаўляць сказаў без перакладу? Так можна вельмі хутка падняць рэйтынг сваёй мовы.	391697	Может, и мне подобавлять предложений без перевода? Так можно очень быстро поднять рейтинг своего языка.
392917	Гэта цікава.	5513	Это интересно.
392930	Калі б Бога не было, то Яго варта было б прыдумаць.	392924	Если бы Бога не было, стоило бы Его придумать.
392935	Ты памятаеш?	466686	Ты помнишь?
392935	Ты памятаеш?	573618	Помнишь?
393012	Усе зайцы — казлы!	393007	Все зайцы — козлы!
393119	Я хачу спаць.	433927	Я хочу спать.
393162	Я згубіў ключ.	393163	Я потерял ключ.
393172	Як твае справы? Я вельмі даўно цябе не бачыў!	393170	Как у тебя дела? Я очень давно тебя не видел!
393176	Няма нічога новага пад сонцам.	393175	Нет ничего нового под солнцем.
393181	Мяне запрасілі на абед.	393182	Меня пригласили на обед.
393185	Месцы для курцоў ці для некурцоў?	393183	Места для курящих или для некурящих?
393188	«Ты будзеш вучыцца пасля абеда?» — «Так, буду».	393189	«Ты будешь учиться после обеда?» — «Да, буду».
394145	Галандыя — маленькая краіна.	394144	Голландия — маленькая страна.
394148	Нідэрланды — маленькая краіна.	394143	Нидерланды — маленькая страна.
394157	На сваёй радзіме, у Францыі, праэкт Tatoeba стаў культурным і сацыяльным феноменам.	394160	У себя на родине, во Франции, проект Tatoeba стал культурным и социальным феноменом.
394345	Свет мяняецца ўсё хутчэй і хутчэй.	394343	Мир меняется всё быстрее и быстрее.
394351	Гэта мае штаны.	394350	Это мои штаны.
394356	Калі ласка, пакажыце мне гэтыя фатаграфіі.	394355	Пожалуйста, покажите мне эти фотографии.
394360	Вяленая рыба мне не да смаку.	394359	Вяленая рыба мне не по вкусу.
394363	Квінтэсенцыя свабоды — гэта матэматыка.	394362	Квинтэссенция свободы — это математика.
394365	Сутнасць свабоды — ў матэматыцы.	394364	Сущность свободы — в математике.
394371	У Беларусі жывуць прадстаўнікі розных рэлігій.	394370	В Беларуси живут представители различных религий.
394466	Германія — парламентская рэспубліка.	394451	Германия — парламентская республика.
394934	Мой дзядуля любіць гуляць.	394924	Мой дедушка любит гулять.
395006	У братоў Грым Чырвонае Каптурко ніякага роду, а ў Шарля Перо мужчынскага.	394930	У братьев Гримм Красное Шапочко среднего рода, а у Шарля Перро мужского.
395174	Дзякуй богу.	395173	Слава богу.
395179	Хто хоча какаву?	395142	Кто хочет какао?
395180	Каму какаву?	375948	Кому какао?
395193	Давай прытворымся інапланецянамі.	395094	Давай притворимся инопланетянами.
395240	Я выпадкова!	395241	Я случайно!
395242	Я іх ведаю.	395239	Я их знаю.
395243	Яму пашанцавала знайсці работу.	395245	Ему посчастливилось найти работу.
395247	У жырафаў вельмі доўгія шэі.	395210	У жирафов очень длинные шеи.
395251	У цябе ёсць аловак?	395252	У тебя есть карандаш?
395254	Гм. Мне здаецца, што я заблуджу, па якой бы дарозе я не пайшоў.	395255	Гм. Мне кажется, что я заблужусь, по какой бы дороге я ни пошёл.
395256	Ці не маглі б Вы мне сказаць, як дайсці да вакзала?	395257	Не могли бы Вы мне сказать, как дойти до вокзала?
395260	Асабіста я ніколі не бачыў НЛА.	395259	Лично я никогда не видел НЛО.
395410	Ты выпадкова не ведаеш, дзе яна жыве?	395409	Ты, случайно, не знаешь, где она живёт?
395411	Можа, ты ведаеш, дзе яна жыве?	395412	Может, ты знаешь, где она живёт?
395413	Калі ласка, уключы тэлевізар.	395414	Пожалуйста, включи телевизор.
395416	Не, дзякуй.	395417	Нет, спасибо.
396438	Батарэя разражаджаная!	396437	Батарея разряжена!
396464	Ён не толькі не працуе, але нават і не знайдзе працу.	396466	Он не только не работает, но и не найдёт работу.
396485	Настаўнік паясніў урывак з верша.	396487	Учитель объяснил отрывок из стихотворения.
396492	Ёй пяць год.	396493	Ей пять лет.
397193	Табе падабаецца спяваць?	397184	Тебе нравится петь?
397219	Звычайна я іду дахаты ў чатыры.	397218	Обычно я иду домой в четыре.
397312	Снег пайшоў.	396696	Снег пошёл.
397350	Дзе вы бачылі гэтую жанчыну?	397348	Где вы видели эту женщину?
397355	Дзякуй!	374869	Спасибо!
397369	Я не размаўляю па-японску.	5612	Я не говорю по-японски.
397371	Вы размаўляеце па-англійску?	469864	Вы говорите по-английски?
397373	Холадна.	351532	Холодно.
397374	Не забывай нас!	337605	Не забывай нас!
397377	Мне пара ісці спаць.	5410	Мне пора идти спать.
397379	Ідзе дождж.	823876	Идет дождь.
397380	Я зарабляю 100 еўра ў дзень.	5433	Я зарабатываю сто евро в день.
397380	Я зарабляю 100 еўра ў дзень.	468222	Я зарабатываю 100 евро в день.
397384	Табе лепей паспаць.	5445	Тебе лучше поспать.
397390	Я не разумею.	338488	Я не понимаю.
397392	Не ведаю, ці будзе ў мяне час.	5425	Я не знаю, будет ли у меня время.
397395	Я хутка павярнуся.	374353	Я скоро вернусь.
397401	Ніхто не даведаецца.	5555	Никто не узнает.
397407	У чым праблема?	5565	В чем проблема?
397410	Хутчэй!	756354	Быстрей!
397411	Адукацыя ў гэтым свеце мяне расчароўвае.	468197	Образование в этом мире меня разочаровывает.
397414	У мяне ёсць мроя.	407837	У меня есть мечта.
397415	Я маю мару.	407837	У меня есть мечта.
397416	Мне не хапае слоў.	5419	У меня нет слов.
397418	Я пайду.	5446	Я пойду.
397419	Сумую па табе.	404917	Скучаю по тебе.
397425	О, тут матылёк!	5462	О, здесь бабочка!
397427	Калі ласка, прабач мяне.	351535	Прости меня, пожалуйста.
397428	Дык што?	5474	Так что?
397429	Гэта таму што ты дзяўчынка.	399276	Это потому, что ты девочка.
397432	Гэта будзе каштаваць 30 еўра.	468220	Это будет стоить 30 евро.
397434	Што ты робіш?	5411	Что ты делаешь?
397435	Што гэта?	5412	Что это?
397437	Адкуль ты?	1407167	Откуда ты?
397439	Няма за што.	379409	Пожалуйста.
397783	Гэта не нож. Вось ГЭТА — нож.	2088848	Это не нож. Вот ЭТО - нож.
398065	Я не ведаў, адкуль гэта прыйшло.	5517	Я не знал, откуда это пришло.
398067	Я не ведаю, што гэта.	366844	Я не знаю, что это.
398068	У мяне баліць галава.	426566	У меня болит голова.
398074	Я абажаю лазанью.	398070	Я обожаю лазанью.
398078	Я ніколі не любіў біялогію.	5451	Я никогда не любил биологию.
398105	Горная сцежка была накрытая мяккай коўдрай лісця, па якой было лёгка ісці.	398102	Горная тропа была укрыта мягким одеялом листьев, по которому было легко идти.
398664	Перакладзіце наступныя сказы на японскую.	380016	Переведите следующие предложения на японский.
398710	Я мала магчымасць паехаць за кардон.	398709	У меня была возможность поехать за границу.
398713	Пуцін казаў, што тэрарыстаў трэба «мачыць у прыбірацьнях».	398711	Путин говорил, что террористов нужно «мочить в сортирах».
398717	Том і Франк — добрыя сябры.	398718	Том и Франк — закадычные друзья.
398719	Том і Франк — дружбакі.	398718	Том и Франк — закадычные друзья.
398729	Я не разумею, чаму Германія перамагла на Еўрабачанні.	398731	Я не понимаю, почему Германия победила на Евровидении.
398738	А зараз?	397573	А сейчас?
398750	Прывітанне, свет!	398748	Здравствуй, мир!
398988	«Сатанінскія вершы» Салмана Рушдзі — сапраўдны шэдэўр сучаснай літаратуры.	398987	«Сатанинские стихи» Салмана Рушди — настоящий шедевр современной литературы.
399167	Я перакладаю.	399089	Я перевожу.
399172	Ён шмат ведае пра жывёл.	399174	Он много знает о животных.
399187	Думаю, ён не прыйдзе.	399186	Думаю, он не придёт.
399200	Хачу ў Львоў...	399199	Хочу во Львов...
400653	Калі б я мог паслаць табе зефір, Чанг, я б гэта зрабіў.	5499	Если бы я мог послать тебе зефир, Чанг, я сделал бы это.
400658	Гэта што, жарт такі?	400657	Это что, шутка такая?
400661	Не за дзень Вільня станавілася.	400659	Москва не сразу строилась.
400662	Не адразу Кракаў пабудавалі.	400659	Москва не сразу строилась.
400663	Масква не адразу будавалася.	400659	Москва не сразу строилась.
400668	Свет змяняе камунікацыя, а не інфармацыя.	400667	Мир меняет коммуникация, а не информация.
400673	На душэ стае цёпла, калі чуеш у песні на (здавалася б!) чужой мове: славацкай, македонскай, славенскай, — здаёмыя з дзяцінства словы і нават разумееш цэлыя фразы.	400671	На душе становится тепло, когда ты слышишь в песне на (казалось бы!) чужом языке: словацком, македонском, словенском, — знакомые с детства слова и даже понимаешь целые фразы.
400675	Вось за што я люблю Еўрабачанне.	400677	Вот за что я люблю Евровидение.
400679	Мае думкі ліпнуць да павуціння львоўскіх вуліц.	400681	Мои мысли липнут к паутине львовских улиц.
400685	А праўда, што па-в’етнамску «Дзякуй» гучыць «Come on»?	400683	А правда, что «Спасибо» по-вьетнамски звучит «Come on»?
400687	З юбілеем Аляксея Дударава прывітаў Прэзідэнт Беларусі Аляксандр Лукашэнка.	400686	С юбилеем Алексея Дударева поздравил Президент Беларуси Александр Лукашенко.
400690	Гэта анімэ пра тое, як звычайны японскі школьнік ажаніўся на сваёй настаўніцы-інапланецянцы. Гэта Японія, там такое здараецца.	400691	Это аниме про то, как обычный японский школьник женился на своей учительнице-инопланетянке. Это Япония, там такое бывает.
400695	З таго часу, як я сам стаў насіць акуляры, мне стала падабацца анімэ, дзе галоўныя героі ў акулярах.	400694	С тех пор, как я сам стал носить очки, мне стало нравится аниме, где главные герои в очках.
400700	Я ўчора купіў кнігу.	376025	Я вчера купил книгу.
400702	Горная сцежка была накрытая коўдрай лісця, мяккая і зручная для хадзьбы.	400701	Горная тропа была укрыта одеялом листьев, мягкая и удобная для ходьбы.
400705	Мой бацька жыве і працуе ў Токіа.	400704	Мой отец живёт и работает в Токио.
400712	Яна пераканала мужа правесці водпуск у Францыі.	400710	Она убедила мужа провести отпуск во Франции.
400724	Яны яго паважаюць.	400725	Они его уважают.
400732	Цябе цікавіць музыка?	400730	Тебя интересует музыка?
400766	Я зрабіла яго сама.	3456220	Я сделала его сама.
400773	Я ведаю яе адрэсу.	351568	Я знаю её адрес.
400806	У інтэрнэце мала сайтаў на татарскай мове.	400804	В интернете мало сайтов на татарском языке.
400809	Гэта твой веласіпед?	466882	Это твой велосипед?
401137	Хто разбіў вазу?	612471	Кто разбил вазу?
401735	Мой брат — дурань.	401446	Мой брат — дурак.
401737	Для мяне гэта не праблема.	401381	Для меня это не проблема.
401738	Для мяне, гэта — не праблема.	401381	Для меня это не проблема.
401885	У сталінскую эпоху вязні ў канцэнтрацыйных лагерах рабіліся рабамі на службе дзяржавы.	401884	В сталинскую эпоху заключённые в концентрационных лагерях становились рабами на службе государства.
401889	Пры абмеркаванні справаздачнага даклада ЦК КПСС на з’ездзе было адзначана, што пад кіраўніцтвам Камуністычнай партыі ў цесным супрацоўніцтве з усімі сацыялістычнымі краінамі савецкі народ дасягнуў вялікіх поспехаў у барацьбе за пабудову камуністычнага грамадства ў СССР і за мір ва ўсім свеце.	401887	При обсуждении отчётного доклада ЦК КПСС на съезде было отмечено, что под руководством Коммунистической партии в тесном сотрудничестве со всеми социалистическими странами советский народ достиг больших успехов в борьбе за построение коммунистического общества в СССР и за мир во всём мире.
402161	Вецер пяшчотна цалаваў дрэвы.	402160	Ветер нежно целовал деревья.
402314	Калі пафарбуеш гэта жоўтым, адразу заб’ёш двух зайцаў: і будзе кідацца ў вочы, і зэканоміш грошы, бо зможаш выкарыстаць фарбу, якая ў цябе ўжо ёсць.	402309	Если это покрасишь жёлтым, убьёшь двух зайцев одним выстрелом — и будет бросаться в глаза, и сэкономишь деньги, потому что сможешь использовать краску, которая у тебя уже есть.
402332	Ён трымае сваё слова.	402218	Он держит своё слово.
402334	Мне падабаецца матэматыка.	402219	Мне нравится математика.
402338	Спадар Сміт — кандыдат у мэры.	402331	Г-н Смит — кандидат в мэры.
402613	Калі паліваць гваздзікі 7Up’ам замест вады, яны трымаюцца нашмат даўжэй — часта аж тры ці чатыры тыдні.	402569	Если поливать гвоздики 7Up'ом вместо воды, они держатся гораздо дольше — часто аж три или четыре недели.
402615	Госці заўсёды прыносяць радасць; калі не прыходам, то адыходам.	402614	Гости всегда приносят радость; если не приходом, то уходом.
402616	Што мне апрануць — штаны ці спадніцу?	402556	Что мне надеть — брюки или юбку?
402618	Што сягоння на вячэру?	402550	Что сегодня на ужин?
402620	У Нідэрландах ёсць звычай, што, калі пры будаўніцтве дома дайшлі да найвышэйшай кропкі, і дах гатовы да кладкі чарапіцы, гаспадар частуе будаўнікоў так званым «чарапічным півам», каб адсвяткаваць гэта. На каньку даху ставіцца сцяг. Калі гаспадар скупы і адмаўляецца пачаставаць работнікаў, ставяць не сцяг, а мятлу.	402622	В Нидерландах есть обычай, что, когда при постройке дома дошли до наивысшей точки, и крыша готова к кладке черепицы, хозяин угощает строителей так называемым «черепичным пивом», чтобы это отпраздновать. На коньке крыши ставится флаг. Если хозяин скупой и отказывается угостить работников, ставят не флаг, а метлу.
402624	Ён вядомы мастак.	402611	Он знаменитый художник.
402836	Гэта сапраўдны чалавек.	402771	Это настоящий человек.
402869	«Хто гэтая дзяўчынка?» — «Гэта Кейко».	330509	«Кто эта девочка?» — «Это Кейко».
402883	Шмат шуму з нічога.	402868	Много шума из ничего.
404343	Хутчэй павяртайся.	1667825	Возвращайся поскорее.
404345	Я ем яблык.	657706	Я ем яблоко.
404347	Гэта таксама яблык.	400896	Это тоже яблоко.
404358	У Казані ёсць метро.	404359	В Казани есть метро.
404362	Гэты аўтобус едзе ў Мінск.	404361	Этот автобус едет в Минск.
404372	Я жыву ў Японіі.	426122	Я живу в Японии.
404373	Я нічога не ведаю пра Японію.	870500	Я ничего не знаю про Японию.
404388	Кветкам і дрэвам патрэбныя свежае паветра і чыстая вада.	567431	Цветам и деревьям нужны чистый воздух и свежая вода.
404392	Не чапай кветкі.	1058895	Не трогай цветы.
404587	Мы арабы.	404588	Мы арабы.
404593	Ты хто?	468738	Ты кто?
404597	Аўтар мовы Словіа нават стварыў на ёй порнасайт.	404595	Автор языка словио даже сделал на нём порносайт.
405010	Куй жалеза, пакуль гарачае.	405009	Куй железо, пока горячо.
405908	Плошча Рынак — гістарычны цэнтр горада.	405907	Площадь Рынок — исторический центр города.
405915	На плошчы Рынак ёсць чатыры фантаны з статуямі Нептуна, яго жонкі Амфітрыты, Дыяны і Адоніса.	405914	На площади Рынок есть четыре фонтана со статуями Нептуна, его жены Амфитриты, Дианы и Адониса.
405925	Гадзіннік на львоўскай ратушы ўпершыню ўстанавілі ў 1404 годзе.	405924	Часы на львовской ратуше впервые установили в 1404 году.
405932	Гартман Вітвер — вядомы львоўскі скульптар.	405929	Гартман Витвер — известный львовский скульптор.
405942	Я ніколі раней не чуў пра Львоў.	405941	Я никогда раньше не слышал о Львове.
405947	У гэтага цвінтара нават ёсць свой сайт, і там ёсць старонка «Навіны»! Як вы сабе ўяўляеце навіны з могілак?!	405946	У этого кладбища даже есть свой сайт, а на нём — страница «Новости»! Как вы себе представляете новости с кладбища?!
405961	Я бачыў Джона ў бібліятэцы.	405963	Я видел Джона в библиотеке.
405964	Я заглянуў у кнігарню і купіў цікавую кнігу.	405965	Я заглянул в книжный и купил интересную книгу.
405966	У суботу мы пайшлі ў кіно, а потым у рэстаран.	405967	В субботу мы пошли в кино, а потом в ресторан.
405969	Калі ласка, перадайце прывітанне спадарыне Адрэеску!	405970	Пожалуйста, передайте привет госпоже Андрееску!
405972	Чорныя хмары праплывалі над горадам.	405973	Чёрные облака проплывали над городом.
406010	Калі ласка, мадам, частуйцеся!	406011	Пожалуйста, мадам, угощайтесь!
406027	Добры вечар, як Вашы справы?	382396	Добрый вечер, как ваши дела?
406039	Добры вечар.	399613	Добрый вечер.
406404	Нам патрэбныя гэтыя грошы.	424474	Нам нужны эти деньги.
406414	Гэтая гарбата вельмі добрая.	794861	Этот чай очень хороший.
