id	sentence	id_tr	sentence_tr
349486	Przed wyjściem zamykaj drzwi.	2337572	Перед тем как уйти, закрой дверь на ключ.
349499	Nie chcę tak długo czekać.	535540	Мне не хочется так долго ждать.
349502	Była gęsta mgła, nie było widać nic na wyciągnięcie ręki.	905419	Была густая мгла, не было видно дальше вытянутой руки.
349572	Pies rzadko gryzie nie atakowany.	3490544	Собака редко кусает, не будучи атакованной.
349628	Ten wypadek miał zapewne związek ze śnieżycami.	1902161	Эта авария, вероятно, была связана со снегопадом.
349630	Wszystko poszło gładko.	1703258	Всё прошло как по маслу.
349996	Jest tam kto?	2091872	Есть здесь кто-нибудь?
350014	Bitelsi składali się z czterech muzyków.	3484729	"Битлз" состояла из четырёх музыкантов.
350022	Zrozumiałeś, co powiedział?	662838	Ты понял, что он сказал?
350027	Płakała z radości, kiedy usłyszała, że jej syn przeżył katastrofę samolotu.	564229	Она заплакала от радости, когда услышала, что ее сын выжил в авиакатастрофе.
350100	Cześć, Tom.	417113	Привет, Том.
350103	Zaskoczenie i zachwyt - oto pierwszy krok ku zrozumieniu.	5628	Изумление, удивление - это первый шаг на пути к постижению.
350104	Nie wiem, czy będę miał czas.	5425	Я не знаю, будет ли у меня время.
350104	Nie wiem, czy będę miał czas.	645847	Не знаю, будет ли у меня время.
350112	Mam marzenie.	407837	У меня есть мечта.
350113	On pisze zupełnie nieczytelnie.	407613	Он пишет совершенно неразборчиво.
350143	Chcemy się wspiąć na tamtą górę.	500652	Мы хотим забраться на ту гору.
350150	Jeśli nie będziesz jechać uważniej, będzie wypadek.	3136593	Если не будешь ехать внимательнее, попадёшь в аварию.
350718	To czysta prawda.	1883891	Это чистая правда.
350733	Można zostać jeszcze chwilę?	574075	Можно остаться тут немножко подольше?
350774	Tom mówi wolniej niż Bill.	926807	Том говорит медленнее Билла.
350830	Potrzebuję twojej pomocy.	402929	Мне нужна твоя помощь.
351343	Zrobiłem to niechcący.	1192640	Я сделал это нечаянно.
351388	Miasto położone jest na zachód od Londynu.	351229	Город находится западнее Лондона.
351389	Nie, kuchnia chińska jest najlepsza.	351226	Нет, китайские блюда лучшие.
351390	To powszechnie szanowany uczony.	351225	Он ученый, которого все уважают.
351391	Ukradziono mi zegarek.	351224	Мои часы были украдены.
351392	W koszyku jest kilka jabłek.	351223	В корзине лежит несколько яблок.
351393	Ten ogród najładniej wygląda wiosną.	337575	Этот сад лучше всего выглядит весной.
351394	Nie wiem czemu, ale wieczorami czuję się najżywszy.	5466	Почему-то по ночам я бодрее.
351395	To żadna niespodzianka, prawda?	5567	Это совсем не удивительно, не так ли?
351396	Można to powiedzieć inaczej?	5554	Можно сформулировать это по-другому?
351397	On mnie kopie!	5459	Он меня пинает!
351434	Nie lubię jabłek.	351431	Я не люблю яблоки.
351435	Czy jesteś zajęty w niedzielę po południu?	351433	Ты занят в воскресенье после полудня?
351438	Postanowił odłożyć swój odjazd.	351430	Он решил отложить свой отъезд.
351448	Ten klimatyzator zużywa dużo prądu.	337562	Этот кондиционер потребляет много электричества.
351449	Włóczył się po Europie długimi miesiącami.	351202	Он странствовал по Европе несколько месяцев.
351451	Wątpić w siebie – oto pierwszy przejaw rozumu.	5623	Сомневаться в себе есть первый признак ума.
351453	Mój komputer powinien się przydać do czegoś.	5543	Мой компьютер кое на что годится.
351455	Bob to mój przyjaciel.	338479	Боб — мой друг.
351456	Znoszenie czegoś może być nieznośne.	5609	Выносить что-либо может быть невыносимо.
351457	Była urzeczona jego uśmiechem.	351425	Она была околдована его улыбкой.
351458	Zrób coś!	329721	Сделай что-нибудь!
351459	Pospieszże się!	351199	Поторапливайся!
351460	W przyszłym tygodniu mogą być przymrozki.	5532	На следующей неделе могут быть заморозки.
351470	Wydałem wszystkie pieniądze.	470355	Я потратил все деньги.
351494	Nie mogę tak żyć.	5449	Я так жить не могу.
351495	Nie rozumiem, co masz na myśli.	5542	Я не понимаю, что ты имеешь в виду.
351496	Może wpadniesz do nas?	5573	Почему ты не придешь навестить нас?
351497	Ostatnia osoba, której opowiedziałem mój pomysł, uznała mnie za wariata.	5452	Последний человек, которому я рассказал свою идею, решил, что я сумасшедший.
351498	Gdzie wczoraj poszedłeś?	351227	Куда ты вчера ходил?
351500	Trang, gdybym tylko mógł posłać ci marshmallowsa, zrobiłbym to.	402909	Транг, если бы я только мог послать тебе зефир, я бы это сделал.
351501	Brak ci do mnie cierpliwości.	5448	У тебя не хватает терпения на меня.
351502	Brak mi słów.	5419	У меня нет слов.
351503	Potrzebna wieczność, żeby wszystko wytłumaczyć.	5481	Мне потребуется вечность, чтобы всё объяснить.
351503	Potrzebna wieczność, żeby wszystko wytłumaczyć.	613364	Мне потребовалась бы вечность, чтобы всё объяснить.
351504	Wiesz, kim ona jest?	337541	Ты знаешь, кто она такая?
351505	Przestraszyłbyś się, gdybym ci opowiedział, co mi się śniło kilka tygodni temu.	5546	Если бы я хотел напугать тебя, я бы рассказал тебе, что мне снилось несколько недель назад.
351506	Obiecał ożenić się z nią.	351414	Он обещал жениться на ней.
351507	A co myślisz, że robiłem?	5592	Что ты думаешь, я делал?
351508	Nie znoszę tłumu.	5528	Я не люблю толпу.
351528	Tę górę przez cały rok pokrywa śnieg.	351499	Эта гора покрыта снегом круглый год.
351529	Choć wychowała się w Japonii, mówi płynnie po angielsku.	351512	Несмотря на то, что она выросла в Японии, она свободно говорит по-английски.
351536	Z wiekiem zacząłem inaczej patrzeć na różne sprawy.	351428	Я стал старше, поэтому я стал смотреть на вещи по-другому.
351537	Wystawa jest już otwarta.	351415	Выставка уже открыта.
351539	Ma toyotę.	351418	У него есть "тойота".
351540	Bardzo boli mnie ząb.	351417	У меня сильная зубная боль.
351543	Lubi pan filmy SF?	351412	Вам нравятся научно-фантастические фильмы?
351546	Wybacz, proszę.	351535	Прости меня, пожалуйста.
351549	Zgubiłem portfel.	351538	Я потерял кошелёк.
351560	Mam nieregularny puls.	2722838	У меня неровный пульс.
351562	Nie chciałem, by to się stało.	5579	Я не хотел, чтобы это случилось.
351563	Bill ma wielu przyjaciół.	351419	У Билла есть много друзей.
351564	Ten autor ma doskonały styl.	351420	У автора красивый стиль.
351565	Wszystkie cywilizowane kraje są przeciw wojnie.	351421	Все цивилизованные страны против войны.
351567	Jestem leworęczny.	351552	Я левша.
351874	Bardzo się zmieniła, więc jej nie poznałem.	534764	Она так сильно изменилась, что я не смог узнать её.
351881	Jaka jest wysokość tego płaskowyżu?	471848	Какова высота этого плато?
351897	To opinia laika.	351801	Это мнение дилетанта.
351898	Język prawniczy jest niezrozumiały dla większości nieprofesjonalistów.	351802	Юридическая терминология непонятна для большинства непрофессионалов.
351914	Nie noszę już okularów.	351751	Я больше не ношу очки.
351920	Chwali się, że dobrze gotuje.	351727	Она хвастается, что хорошо готовит.
351922	Lód stopniał.	351726	Лёд растаял.
351923	Cudzoziemcy są ciekawi.	5603	Иностранцы занятны.
351924	To ciekawe.	5513	Это интересно.
351925	W przyszłym roku muszę zdać egzamin wstępny.	351724	В следующем году я должен сдавать вступительные экзамены.
351927	Masz już temat pracy?	351776	Ты уже определился с темой диплома?
351928	Dobranoc, mamo.	351795	Спокойной ночи, мама.
351943	Kot pije mleko.	351800	Кошка пьёт молоко.
351944	Jak się nazywa ta ulica?	351799	Как называется эта улица?
351946	Ta książka dobrze się sprzedawała w Japonii.	351794	Эта книга хорошо продавалась в Японии.
351947	Rzuciłem palenie.	351793	Я бросил курить.
351950	Nikt się nie spóźnił.	351792	Никто не опоздал.
351973	Nie znałem tej piosenki.	469810	Я не знал этой песни.
351977	Mój młodszy brat jeszcze śpi.	541458	Мой младший брат ещё спит.
352001	Jesteś za czy przeciw aborcji?	5652	Ты за или против абортов?
352002	To chyba wpłynęło na ich decyzję.	5478	Скорее всего, это и повлияло на их решение.
352003	Dość trudno jest opanować francuski w ciągu 2-3 lat.	5624	Довольно сложно выучить французский за 2—3 года.
352004	Trudno jest określać, co dobre, a co złe, ale należy to czynić.	5430	Нелегко решать, что правильно, а что нет, но приходится это делать.
352005	Witamy w Japonii.	337681	Добро пожаловать в Японию.
352006	Rozwiązanie problemu wymagało niemałego wysiłku.	351206	Проблема требовала больших усилий, чтобы её решить.
352007	Widziałem go, jak biegł.	337497	Я видел, как он бежал.
352008	Moja mama mówi dość słabo po angielsku.	5594	Моя мама говорит по-английски недостаточно хорошо.
352009	Ameryka to całkiem miłe miejsce, jeśli chcesz zarobić trochę pieniędzy.	5472	Америка - это очень милое место, если вы находитесь здесь с целью заработать деньги.
352010	Nie jestem artystą, nigdy o tym nie myślałem.	5503	Я не художник. Я совсем не гожусь для этого.
352119	Panie przodem.	489841	Сначала дамы.
352129	Sam bym tak powiedział.	5480	Я бы так и сказал.
352160	Prywatna dobroczynność to kropla w morzu.	2398480	Частная благотворительность - это только капля в море.
352185	On mieszka w Tokio.	426169	Он живёт в Токио.
352204	Od tego czasu nikt go nie widział.	2017221	С того времени никто его не видел.
352217	Mokra koszula zaraz wyschnie.	598932	Мокрая рубашка скоро высохнет.
352243	On zadziera nosa.	2367072	Он задаётся.
352243	On zadziera nosa.	2367073	Он задирает нос.
352273	Mam poważny problem.	613218	У меня большая проблема.
352376	Ten akapit podsumowuje treść.	3136606	Этот абзац обобщает суть.
352381	W tym domu jest 6 pokoi.	338487	В этом доме 6 комнат.
352407	Jak gry komputerowe mogą nas zainspirować do tworzenia lepszych aplikacji e-learningowych?	1195464	Каким образом могут компьютерные игры вдохновить нас на создание улучшенных приложений для электронного дистанционного обучения?
352459	To dobry podręcznik.	475478	Это хороший учебник.
352474	Rzuciłem palenie i picie.	1586002	Я бросил курить и пить.
352484	Ta książka odpowiada twoim potrzebom.	2017520	Эта книга отвечает твоим потребностям.
352497	Przeczytałem to opowiadanie w jakiejś książce.	337478	Я прочитал этот рассказ в какой-то книге.
352506	Nie wytrzymam dłużej!	352471	Я не могу больше терпеть.
352529	Nie podoba mi się żaden z tych obrazów.	352507	Мне не нравится ни одна из этих картин.
352530	Płakała całą noc.	408619	Она рыдала всю ночь.
352643	Jestem teraz bardzo głodny.	1450107	Я сейчас очень голоден.
352645	Pokrój łososia na małe kawałki.	1507564	Разрежьте лосось на мелкие кусочки.
352689	Widzisz tam jakiegoś policjanta?	2307191	Видишь там какого-нибудь полицейского?
352711	Zgubiłem klucz.	393163	Я потерял ключ.
352733	Florencja jest najpiękniejszym miastem Włoch.	3101082	Флоренция - самый красивый город Италии.
352909	Szczęścia nie kupisz za pieniądze.	550011	Нельзя купить счастье.
352916	Nikt nie może mi pomóc.	447724	Никто не может мне помочь.
352922	Lubię psy.	1613557	Я люблю собак.
352949	Nie było go w szkole, bo był chory.	468226	Он не был в школе, потому что болел.
352952	Ona nie ma tylu lat co Mary.	412066	Ей не столько же лет, сколько Мэри.
352978	Nigdy nie jest późno na naukę.	394354	Учиться никогда не поздно.
353140	Ojciec woła na niego „Tom”.	1521373	Его отец называет его Томом.
353140	Ojciec woła na niego „Tom”.	1521375	Его отец зовёт его Томом.
353159	Jej ojciec jest Japończykiem.	510830	Её отец - японец.
353163	To są moje książki.	426447	Это мои книги.
353180	Ta sprawa może mieć tylko jedno wyjaśnienie.	1136139	Вопрос допускает только одну интерпретацию.
353197	Przez pomyłkę wziąłem twój parasol.	2059836	Я по ошибке взял твой зонт.
353863	Góra jest pokryta śniegiem.	337585	Гора укрыта снегом.
353863	Góra jest pokryta śniegiem.	1187724	Гора покрыта снегом.
353886	To było jak grom z jasnego nieba.	1184315	Это было как гром среди ясного неба.
353889	On nie jest lekarzem.	514710	Он не врач.
353931	To ich dom.	636024	Это их дом.
353936	To poczta, a to bank.	411351	Это почта, а то - банк.
353964	Językiem używanym w Australii jest angielski.	468070	В Австралии говорят по-английски.
354017	Wczoraj byłem chory.	366815	Вчера я был болен.
354049	Pogoda była nie tylko zimna, ale i przekropna.	3419669	Было не только холодно, но и влажно.
354063	Problemem są nie tylko koszty, co czas.	550009	Проблема не столько в деньгах, сколько во времени.
354096	Życie zaczyna się wtedy, kiedy zaczynasz wiedzieć, czego od niego chcesz.	5658	Жизнь начинается, когда определяешься, чего от неё хочешь.
354658	Co jest stolicą Finlandii?	470516	Какой город является столицей Финляндии?
354672	Ból był straszny.	500004	Боль была ужасная.
355256	Holandia to mały kraj.	394144	Голландия — маленькая страна.
355264	Pies był nieżywy.	2193897	Собака была мертва.
355285	Kiedyś uważano, że człowiek nie może latać.	1590413	Когда-то считалось, что человек не может летать.
355453	Przepraszam, ale proszę jeszcze raz sprawdzić zapięcie pasów.	3136628	Извините за беспокойство, но проверьте ещё раз, застёгнуты ли ремни.
355494	Nie mogę żyć bez ciebie.	782858	Я не могу жить без тебя.
355505	Myślę o tobie.	494355	Я думаю о тебе.
355679	To najtańszy sklep w mieście.	2147278	Это самый дешёвый магазинчик в городе.
355693	Niedaleko pada jabłko od jabłoni.	381365	Яблоко от яблони недалеко падает.
355699	„Mój ojciec nie pije.” „Mój też nie.”	3208045	"Мой отец не пьёт". - "Мой тоже не пьёт".
356011	Masz jakieś hobby - na przykład malarstwo?	2487168	У тебя есть какое-нибудь хобби, например, рисование?
356049	Dała mu zegarek.	409478	Она дала ему часы.
356343	Czy wyślesz to pocztą?	1444399	Ты пошлёшь это почтой?
356350	To przyjemne ogolić moją brodę.	497045	Мне приятно сбрить бороду.
356394	To jest stół.	651217	Это стол.
356399	To prawda.	675294	Это правда.
356415	Co gotujesz?	411360	Что готовишь?
356427	Co chcesz na obiad?	803881	Что ты хочешь на обед?
356436	Nie mogę dłużej czekać.	3633250	Я не могу больше ждать.
356517	Ten proces nie jest otwarty dla publiczności.	1586009	Этот процесс не является открытым для общественности.
356528	Chcę dobrego słownika.	412144	Хочу хороший словарь.
356845	Nie rozumiem, co on mówi.	1590418	Я не понимаю, что он говорит.
356867	Jim nie jest adwokatem, ale lekarzem.	796267	Йим не адвокат, а врач.
356980	Kupiłem nowy telewizor.	610057	Я купил новый телевизор.
356991	Za zakupy zapłaciłem gotówką.	467186	Я заплатил за покупку наличными.
356996	Tu spoczywają jego prochy.	922808	Здесь покоится его прах.
357014	Szwajcaria to piękny kraj, który warto zwiedzić.	1954370	Швейцария - красивая страна, которую стоит посетить.
357029	W tej fabryce pracują mój ojciec i brat.	496032	На этой фабрике работают мои отец и брат.
357274	Wolność osobista to istota demokracji.	3292768	Свобода личности — душа демократии.
357351	To był tylko żart.	827726	Это была всего лишь шутка.
357389	Nie mogę sprawdzić poczty, bo serwer padł.	3136630	Не могу проверить почту, потому что сервер упал.
357573	Myślisz, że ryby słyszą?	507964	Ты думаешь, рыбы могут слышать?
357574	Mój ojciec jest teraz w szpitalu.	507965	Мой отец сейчас в больнице.
357575	Myślę, więc jestem.	460694	Я мыслю, следовательно, я существую.
357622	Podasz mi sól?	2236594	Передашь мне соль?
357732	Nie rozumiem, co mówisz.	823995	Я не понимаю, что ты говоришь.
357755	Nie jest pan głodny?	848215	Вы не голодный?
357820	Nie mogę się ruszyć.	1558223	Я не могу пошевелиться.
357825	On nie umie pływać.	408925	Он не умеет плавать.
357826	On mnie nie zna.	1485946	Он меня не знает.
357827	Nie wierz mu.	424664	Не верь ему.
357829	Ona ze mną nie rozmawia.	1387821	Она со мной не разговаривает.
357855	Jestem mężczyzną.	445652	Я мужчина.
357873	Czy on tu mieszka?	835268	Живёт ли он здесь?
357938	Chciałbym napisać setki zdań na Tatoeba, ale mam inne rzeczy do roboty.	1643976	Я бы хотел написать сотни фраз на "Татоэба", но у меня дела.
358006	W tej przetwórni wyrabia się mydło z używanego oleju jadalnego.	1199142	На этой фабрике варится мыло из использованного пищевого масла.
358696	Wszyscy, których znam, dobrze o niej mówią.	1319496	Все люди, которых я знаю, хорошо о ней говорят.
358767	John nie umie grać na gitarze.	1525391	Джон не умеет играть на гитаре.
358787	On umie pływać.	1537476	Он умеет плавать.
358788	Mary umie pływać.	792574	Мария умеет плавать.
358880	Jest żądny sławy.	573285	Он жаждет славы.
358936	Czy mówi pan po niemiecku?	426562	Вы говорите по-немецки?
358942	Ta opowieść czerpie z tradycji.	1590420	Эта история основана на традиции.
358950	Tony umie szybko biegać.	809700	Тони умеет быстро бегать.
359114	Ich związek jest oparty na wzajemnych korzyściach i wygodzie.	1902176	Их союз основан на обоюдных выгоде и удобстве.
359166	Oblał egzamin i pogrążył się w rozpaczy.	1182945	Он провалился на экзамене и погрузился в отчаяние.
359177	To ma pewien związek z tym problemem.	1902182	Это как-то связано с той проблемой.
359247	On przychodzi tu raz w miesiącu.	1513661	Он приходит один раз в месяц.
359255	Czy to prawda, że jedziesz studiować do Londynu?	870371	Это правда, что ты собираешься учиться в Лондоне?
359286	Nie widział nikogo.	1586016	Он не видел никого.
359370	Obiecał, że dostarczy informacji.	1050849	Он обещал предоставить информацию.
359374	Mój pokój jest na czwartym piętrze.	400907	Моя комната на четвёртом этаже.
359762	O jego propozycji nawet nie warto mówić.	2574991	О его предложении не стоит даже говорить.
359794	Muszę już iść.	803657	Мне пора идти.
359812	Muszę jutro powiedzieć jej prawdę.	1609571	Я должен завтра сказать ей правду.
359886	Gdzie jest mój samochód?	1569689	Где мой автомобиль?
359970	Nie od razu Kraków zbudowano.	400659	Москва не сразу строилась.
360111	Kot śpi na krześle.	492803	Кот спит на стуле.
360158	Chciałbym pojechać do Francji.	374655	Я бы хотел поехать во Францию.
360287	Klimat Japonii jest łagodny.	2649535	Климат Японии умеренный.
360420	Czy ta droga prowadzi na dworzec?	2158144	Эта дорога ведёт к вокзалу?
360946	Nasz nauczyciel angielskiego jest zawsze punktualny.	2168373	Наш учитель английского всегда пунктуален.
360968	Znam tę dziewczynę.	407807	Я знаю эту девушку.
361003	Znalazłem tę restaurację przypadkiem.	337552	Я случайно нашёл этот ресторан.
361020	Kwaśno-owocowy smak rabarbaru jest niezrównany.	1590433	Кисло-фруктовый вкус ревеня бесподобен.
361037	Ten biedny kot był ledwo żywy z głodu.	1585937	Этот бедный кот был почти мёртв от голода.
361044	Przyjdę, jeśli będę miał czas.	1190940	Я приду, если будет время.
361064	Czyj to jest pokój?	1446210	Чья это комната?
361172	Czy mogę wejść do środka?	844271	Я могу войти?
361172	Czy mogę wejść do środka?	844272	Можно войти?
361216	Nie bierz tego na serio. Tylko żartuję.	1585939	Не воспринимайте это всерьёз. Я же шучу.
361233	Jestem gotowy.	805840	Я готов.
361291	Dick miał wypadek samochodowy.	1300140	Дик попал в ДТП.
361318	Wierzymy w Boga.	1580922	Мы верим в бога.
361700	Apsik!	719134	Апчхи!
361749	Tak, jestem z Sapporo.	402208	Да, я из Саппоро.
361783	Jaką wysokość na Fuji?	470376	Какая высота горы Фудзи?
361838	Ktoś ukradł mi walizkę.	2348726	Кто-то украл мой чемодан.
361903	Wynalazek telewizji poważnie zmienił nasze życie codzienne.	1731039	Изобретение телевидения значительно изменило нашу повседневную жизнь.
362005	Często myślę o mojej zmarłej matce.	408152	Я часто думаю о своей покойной матери.
362030	Która książka jest twoja?	412521	Которая книга твоя?
362053	Samochód zatrzymał się łagodnie.	1191546	Машина плавно остановилась.
362392	Tam jest żółta róża.	412443	Там есть жёлтая роза.
362440	Rozłożyła na stole sześć nakryć.	3496624	Она накрыла на шестерых.
362460	Jej uśmiech wyrażał wdzięczność.	381059	Её улыбка выражала благодарность.
362481	Lekarz uratował mi życie.	797186	Доктор спас мою жизнь.
362507	Latem w Japonii jest bardzo gorąco.	1585984	Летом в Японии очень жарко.
362839	Nauczyciel powiedział nam, że woda wrze przy 100 stopniach.	1923856	Наш учитель сказал, что вода кипит при ста градусах по Цельсию.
362851	Wyobrażasz sobie świat bez pieniędzy?	1933435	Можете ли вы представить мир без денег?
362868	Musisz bardzo się starać.	1590414	Нужно очень постараться.
362894	Masz trochę pieniędzy?	523519	У тебя есть немного денег?
362904	Pracują w ślimaczym tempie.	2300744	Они делают свою работу со скоростью улитки.
362912	Miałem możliwość pojechać za granicę.	398709	У меня была возможность поехать за границу.
362960	Niebo było usiane gwiazdami.	393475	Небо было усеяно звёздами.
362983	Czy ta wiadomość może być prawdą?	825247	Может ли эта новость быть правдой?
363024	Dach został uszkodzony podczas burzy.	3063834	Крыша была повреждена штормом.
363076	Dlaczego?	694104	Почему?
363548	Wydaję na ubrania mniej niż moja siostra.	3043364	Я трачу меньше денег на одежду, чем моя сестра.
363570	Ludność wymiera.	580338	Население вымирает.
363608	Znasz zasady piłki nożnej?	2228860	Ты знаешь правила футбола?
363640	W literaturze amerykańskiej czuje się jak w domu.	417962	В американской литературе он чувствует себя как дома.
363709	Grałem w piłkę nożną.	466549	Я играл в футбол.
363716	Autobus jeździ co dziesięć minut.	493158	Автобус ходит каждые десять минут.
363744	Ile kosztuje ta suknia?	1576529	Сколько стоит это платье?
363747	Demokracja jest formą rządów.	598865	Демократия — это форма правления.
363783	Wynocha z mego życia!	379331	Вон из моей жизни!
363825	Ona ma drogie gusta, jeśli chodzi o samochody.	1313125	Она предпочитает дорогие автомобили.
364038	Nikt nie zna jego nazwiska.	468228	Никто не знал его имени.
364115	Nie lubię muzyki.	652734	Я не люблю музыку.
364159	Mieliśmy egzamin ustny.	611487	У нас был устный экзамен.
364199	Zostali profesjonalnymi piłkarzami.	2716952	Они стали профессиональными футболистами.
364216	Spójrz na te czarne chmury.	1248862	Посмотри на эти чёрные тучи.
364221	Nie idź tak szybko. Nie mogę nadążyć.	411332	Не иди так быстро, я не поспеваю.
364239	Szepnęła do mnie, że jest głodna.	1417610	Она мне прошептала, что она голодна.
364251	Moje samopoczucie jest wyjątkowo podłe.	538271	Я очень плохо себя чувствую.
364264	Musisz codziennie uczyć się angielskiego.	611546	Ты должен изучать английский каждый день.
364524	To absurd.	830542	Это абсурд.
364536	To nieważne.	5519	Это не важно.
364555	Jest stary.	848164	Он старый.
364686	Dochody z tego źródła są nieopodatkowane.	1525244	Доход из этого источника не облагается налогами.
364747	W czasie imprezy był tak zabawny, że nie mogłem powstrzymać śmiechu.	407887	На вечеринке он был так комичен, что я не мог удержаться от смеха.
364803	Nie szukaj błędów w innych.	499796	Не ищи недостатки у других.
364807	Zawsze wolałem postacie tajemnicze.	5444	Мне всегда больше нравились таинственные персонажи.
364808	Domyślasz się zapewne, co się stało.	5580	Ты, наверно, догадываешься, что случится.
364809	Czy zdąży na pociąg?	351666	Успеет ли он на поезд?
364810	Wszystko wyprzedane!	337566	Всё распродано!
364811	Święto Tanabata odbywa się w lipcu.	337774	Танабата празднуется в июле.
364812	Ryzykował życiem, by ją uratować.	351667	Он рисковал жизнью, чтобы спасти её.
364814	To zależy od kontekstu.	5467	Это зависит от контекста.
364834	Szerzcie esperanto!	340235	Распространяйте эсперанто!
364910	Wojna weszła w końcową fazę.	381029	Война вступила в завершающую стадию.
